dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date,n_available,n_required,req_met,req_miss,avg_quality,n_applicable,n_unavailable,evidence_completeness,amount,payment_method,customer_previous_orders,customer_previous_spend,customer_previous_disputes,days_since_customer_last_purchase,ip_risk_score,otp_3ds_status,avs_match,payment_attempt_count,is_international,billing_shipping_mismatch,delivery_status,has_signed_proof,archetype,industry,business_size,fulfillment_type,subscription_supported,documentation_maturity,fulfillment_tracking_available,refund_policy_documented,merchant_age_months,response_window_days,dispute_lag_days,won
DSP000381,TXN0084089,M000189,CUS0029871,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-05,2999,698,222,2025-08-17,12,contested,lost,2025-08-25,3,4,2,2,0.4502833333333333,3,3,0.5,2999,credit_card,4,67996.0,0,15.0,0.5468717393050792,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.7262271953305591,0,0,105,12.0,9.629861111111111,0
DSP000382,TXN0083902,M000189,CUS0029974,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-13,2999,413,300,2025-11-20,7,contested,won,2025-12-19,3,4,2,2,0.4271833333333333,3,3,0.5,2999,debit_card,1,9999.0,0,142.0,0.5106273774383163,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.7262271953305591,0,0,105,7.0,66.96875,1
DSP000385,TXN0084316,M000190,CUS0030040,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-13,1499,490,227,2025-06-30,17,contested,lost,2025-07-06,5,4,4,0,0.6443833333333333,5,1,1.0,1499,credit_card,0,0.0,0,,0.192970697811943,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.6208794734162859,0,0,119,17.0,5.771527777777778,0
DSP000388,TXN0084750,M000191,CUS0030411,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-14,749,446,292,2026-01-29,15,contested,won,2026-02-15,6,3,3,0,0.9515333333333333,6,0,1.0,749,credit_card,1,1499.0,0,1.0,0.2588831936009096,passed,0,1,0,1,in_transit,0.0,d2c_brand,d2c_brand,small,physical_delivery,0,0.8775142176976087,1,1,51,15.0,63.7625,1
DSP000390,TXN0084742,M000191,CUS0030303,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-02-03,2745,613,182,2026-02-24,21,contested,lost,2026-03-03,6,3,3,0,0.9302,6,0,1.0,2745,debit_card,2,4044.0,0,180.0,0.1636884979869817,passed,1,2,0,0,delivered,1.0,d2c_brand,d2c_brand,small,physical_delivery,0,0.8775142176976087,1,1,51,21.0,46.52430555555556,0
DSP000391,TXN0085249,M000192,CUS0030545,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-03-11,5699,718,171,2025-03-19,8,contested,lost,2025-04-20,6,4,4,0,0.9156,6,0,1.0,5699,debit_card,0,0.0,0,,0.225826213187862,passed,1,2,0,0,delivered,1.0,d2c_brand,d2c_brand,small,physical_delivery,0,0.8161978747496101,1,1,50,8.0,17.250694444444445,0
DSP000392,TXN0085239,M000192,CUS0030551,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-09,2695,600,220,2025-09-20,11,contested,won,2025-10-15,6,4,4,0,0.9614333333333334,6,0,1.0,2695,debit_card,2,4548.0,0,71.0,0.5168505718265441,passed,1,1,0,1,delivered,1.0,d2c_brand,d2c_brand,small,physical_delivery,0,0.8161978747496101,1,1,50,11.0,70.73472222222222,1
DSP000394,TXN0085958,M000193,CUS0030767,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-16,1499,410,161,2025-12-06,20,contested,won,2025-12-17,5,4,3,1,0.7836666666666666,5,1,0.75,1499,credit_card,0,0.0,0,,0.3270598729906976,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.767076273913299,0,1,21,20.0,18.104861111111113,1
DSP000395,TXN0086257,M000193,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-10,999,663,172,2025-09-28,18,contested,won,2025-10-07,4,5,3,2,0.6085833333333334,4,2,0.6,999,debit_card,0,0.0,0,,0.2157530252164894,failed,1,1,0,0,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.767076273913299,0,1,21,18.0,31.05763888888889,1
DSP000396,TXN0085955,M000193,CUS0030686,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-08,24999,715,205,2025-12-21,13,contested,lost,2026-01-03,3,5,2,3,0.44505,3,3,0.4,24999,debit_card,3,1997.0,0,90.0,0.5952633466087781,passed,1,4,0,1,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.767076273913299,0,1,21,13.0,24.28263888888889,0
DSP000398,TXN0086254,M000193,CUS0030774,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-03-12,24999,413,259,2025-03-30,18,contested,won,2025-04-11,6,4,4,0,0.9486833333333333,6,0,1.0,24999,credit_card,0,0.0,0,,0.3168593532885255,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,small,digital_service,1,0.767076273913299,0,1,21,18.0,48.636805555555554,1
DSP000400,TXN0086589,M000194,CUS0030810,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-27,949,615,275,2026-01-04,8,contested,lost,2026-01-11,2,2,0,2,0.2585166666666667,2,4,0.0,949,credit_card,1,2149.0,0,323.0,0.0954580484594907,passed,0,1,0,0,delivered,1.0,d2c_brand,d2c_brand,small,physical_delivery,0,0.7678955508417806,1,1,8,8.0,32.33958333333333,0
DSP000401,TXN0089191,M000195,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-02-23,21999,586,174,2025-03-12,17,contested,lost,2025-03-10,1,3,1,2,0.12411666666666667,1,5,0.3333333333333333,21999,credit_card,0,0.0,0,,0.3251168259813254,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,17.0,28.259722222222223,0
DSP000402,TXN0088331,M000195,CUS0031407,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-22,2195,709,156,2025-03-31,9,contested,won,2025-04-10,1,3,1,2,0.13608333333333333,1,5,0.3333333333333333,2195,credit_card,1,4599.0,0,8.0,0.1474503366385219,passed,1,2,1,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,9.0,46.196527777777774,1
DSP000407,TXN0087598,M000195,CUS0031805,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-14,5999,638,168,2025-09-30,16,contested,lost,2025-10-28,6,3,3,0,0.8847333333333333,6,0,1.0,5999,debit_card,1,4549.0,0,172.0,0.5323024260868262,passed,0,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,16.0,11.020138888888889,0
DSP000409,TXN0088496,M000195,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-01-31,20495,621,176,2025-02-09,9,contested,lost,2025-03-01,1,4,1,3,0.12406666666666666,1,5,0.25,20495,credit_card,0,0.0,0,,0.1799794801025395,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,9.0,20.779166666666665,0
DSP000410,TXN0087283,M000195,CUS0031832,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-29,33995,450,262,2025-10-16,17,contested,lost,2025-10-21,2,4,2,2,0.29395,2,4,0.5,33995,credit_card,2,4494.0,0,102.0,0.4453258064142173,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,17.0,29.852083333333333,0
DSP000411,TXN0087936,M000195,CUS0031271,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-16,9395,467,262,2025-04-23,7,contested,lost,2025-05-14,6,3,3,0,0.7586499999999999,6,0,1.0,9395,debit_card,0,0.0,0,,0.3414952017361904,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,7.0,42.456944444444446,0
DSP000413,TXN0086891,M000195,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-03,4445,605,243,2025-08-12,9,contested,lost,2025-08-31,3,3,2,1,0.3512166666666667,3,3,0.6666666666666666,4445,credit_card,0,0.0,0,,0.0653069977044732,passed,1,1,0,1,,,travel_booking,travel_booking,medium,booking_service,0,0.5397849010209644,0,0,92,9.0,6.129166666666666,0
DSP000414,TXN0091236,M000196,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-18,999,411,256,2025-03-02,12,contested,lost,2025-03-28,3,4,2,2,0.4607666666666667,3,3,0.5,999,debit_card,0,0.0,0,,0.5463398244589703,passed,1,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,12.0,9.495833333333334,0
DSP000415,TXN0089918,M000196,CUS0032841,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-28,2999,721,299,2025-04-11,14,contested,won,2025-04-27,5,5,5,0,0.7687333333333334,5,1,1.0,2999,credit_card,1,999.0,0,54.0,0.3393759337129613,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,14.0,10.277083333333334,1
DSP000416,TXN0089754,M000196,CUS0031957,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-01,999,599,193,2025-09-12,11,contested,lost,2025-10-10,5,5,4,1,0.7365166666666667,5,1,0.8,999,credit_card,0,0.0,0,,0.458666082206607,passed,0,2,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,11.0,69.99513888888889,0
DSP000417,TXN0089604,M000196,CUS0032035,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-15,999,450,150,2025-03-29,14,contested,won,2025-04-11,6,4,4,0,0.81705,6,0,1.0,999,credit_card,0,0.0,0,,0.061930387502981,passed,1,1,0,1,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,14.0,32.03333333333333,1
DSP000420,TXN0089870,M000196,CUS0032100,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-25,9999,476,213,2025-12-13,18,contested,won,2026-01-04,6,4,4,0,0.8421,6,0,1.0,9999,credit_card,0,0.0,0,,0.426563039560164,passed,0,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,18.0,37.99444444444445,1
DSP000421,TXN0090045,M000196,,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-24,999,666,254,2025-12-14,20,contested,won,2025-12-21,5,4,3,1,0.6642,5,1,0.75,999,credit_card,0,0.0,0,,0.148107467518457,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,20.0,49.50277777777778,1
DSP000422,TXN0091921,M000196,CUS0032113,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-07,999,627,244,2025-06-15,8,contested,lost,2025-07-03,3,4,2,2,0.39633333333333337,3,3,0.5,999,credit_card,0,0.0,0,,0.3624361516568889,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,8.0,28.87986111111111,0
DSP000423,TXN0090162,M000196,CUS0032859,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-09,2999,711,180,2025-08-29,20,contested,lost,2025-09-10,1,4,1,3,0.16333333333333333,1,5,0.25,2999,debit_card,0,0.0,0,,0.4587486503899242,not_applicable,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,20.0,67.95138888888889,0
DSP000424,TXN0092161,M000196,CUS0032677,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-18,999,527,257,2025-04-27,9,contested,lost,2025-05-25,2,4,1,3,0.28765,2,4,0.25,999,credit_card,1,999.0,0,14.0,0.1813475442396751,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,9.0,13.317361111111111,0
DSP000425,TXN0091384,M000196,CUS0032866,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-10,2999,513,256,2025-05-27,17,contested,lost,2025-05-28,5,4,3,1,0.6628333333333333,5,1,0.75,2999,debit_card,0,0.0,0,,0.2479732671889047,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,17.0,40.736805555555556,0
DSP000426,TXN0091551,M000196,CUS0032707,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2026-02-08,999,448,173,2026-02-16,8,contested,lost,2026-03-12,4,4,3,1,0.5577166666666666,4,2,0.75,999,debit_card,1,999.0,0,167.0,0.0589010595414437,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6204176203290956,0,1,58,8.0,73.90138888888889,0
DSP000427,TXN0093273,M000197,CUS0033311,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-01-22,9999,728,297,2025-01-31,9,contested,won,2025-03-03,4,4,3,1,0.65035,4,2,0.75,9999,credit_card,0,0.0,0,,0.3386000450024996,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,9.0,12.720138888888888,1
DSP000428,TXN0093568,M000197,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-05,9999,535,248,2025-09-17,12,contested,won,2025-10-09,5,5,5,0,0.7125333333333334,5,1,1.0,9999,debit_card,0,0.0,0,,0.1599554100980499,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,12.0,33.541666666666664,1
DSP000429,TXN0092398,M000197,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-10,999,642,242,2025-09-18,8,contested,lost,2025-09-24,5,5,4,1,0.8036333333333333,5,1,0.8,999,debit_card,0,0.0,0,,0.1234973909169536,passed,1,2,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,8.0,57.29375,0
DSP000430,TXN0093086,M000197,CUS0033845,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-18,24999,646,270,2026-02-06,19,contested,lost,2026-03-04,5,4,3,1,0.7376,5,1,0.75,24999,credit_card,3,2997.0,0,3.0,0.1051148943929683,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,19.0,25.720833333333335,0
DSP000431,TXN0093378,M000197,CUS0033343,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-25,999,659,259,2025-12-04,9,contested,lost,2025-12-12,3,4,2,2,0.4454166666666666,3,3,0.5,999,debit_card,2,19998.0,0,140.0,0.2147682006675505,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,9.0,74.46111111111111,0
DSP000432,TXN0094015,M000197,CUS0033038,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-10,999,433,207,2025-08-17,7,contested,lost,2025-09-18,5,4,3,1,0.6736833333333333,5,1,0.75,999,credit_card,1,999.0,0,8.0,0.1081248589840177,passed,0,1,0,1,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,7.0,70.10416666666667,0
DSP000433,TXN0092455,M000197,CUS0033585,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-23,999,637,257,2026-01-07,15,contested,lost,2026-01-30,6,4,4,0,0.8655166666666667,6,0,1.0,999,debit_card,0,0.0,0,,0.6174855371446025,not_applicable,1,1,0,1,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,15.0,17.891666666666666,0
DSP000434,TXN0093942,M000197,CUS0032981,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-24,24999,427,280,2026-01-14,21,contested,lost,2026-02-04,3,4,1,3,0.40693333333333337,3,3,0.25,24999,debit_card,2,25998.0,0,143.0,0.1224069799446239,not_applicable,1,3,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,21.0,32.897222222222226,0
DSP000436,TXN0092412,M000197,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-18,24999,649,239,2025-06-29,11,contested,lost,2025-07-10,4,5,4,1,0.5754,4,2,0.8,24999,debit_card,0,0.0,0,,0.2403209415963646,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,11.0,71.31875,0
DSP000437,TXN0092414,M000197,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-08,999,533,290,2025-06-21,13,contested,lost,2025-07-06,3,4,2,2,0.44828333333333337,3,3,0.5,999,credit_card,0,0.0,0,,0.7165924478418007,passed,1,1,0,0,,,subscription_edtech,subscription_edtech,medium,digital_service,1,0.6762982680652562,0,1,18,13.0,16.634722222222223,0
DSP000441,TXN0095204,M000198,CUS0034083,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-22,1799,475,278,2025-08-12,21,contested,won,2025-09-04,6,4,4,0,0.9123666666666667,6,0,1.0,1799,debit_card,1,3799.0,0,159.0,0.1151549101701989,passed,1,1,0,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,21.0,12.480555555555556,1
DSP000442,TXN0096447,M000198,CUS0034200,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-06,4699,591,209,2025-12-13,7,contested,won,2025-12-26,6,3,3,0,0.9729833333333332,6,0,1.0,4699,credit_card,0,0.0,0,,0.0589020756629986,passed,1,1,0,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,7.0,19.29513888888889,1
DSP000444,TXN0096715,M000198,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-06,1999,410,202,2025-04-17,11,contested,won,2025-04-29,6,3,3,0,0.9009333333333333,6,0,1.0,1999,credit_card,0,0.0,0,,0.41403867174148,not_applicable,1,1,0,1,in_transit,0.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,11.0,55.77013888888889,1
DSP000446,TXN0095404,M000198,CUS0034408,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-14,285,483,189,2025-06-28,14,contested,lost,2025-06-28,6,3,3,0,0.9004666666666666,6,0,1.0,285,debit_card,0,0.0,0,,0.1221055360255157,failed,1,1,0,1,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,14.0,35.416666666666664,0
DSP000447,TXN0096073,M000198,CUS0034280,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-23,1349,546,167,2025-03-10,15,contested,won,2025-03-11,5,4,4,0,0.7681166666666667,5,1,1.0,1349,debit_card,0,0.0,0,,0.0336548792750132,passed,1,1,0,0,in_transit,0.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,15.0,41.427083333333336,1
DSP000448,TXN0095460,M000198,CUS0034230,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-09,1649,597,275,2025-07-26,17,contested,won,2025-08-04,6,4,4,0,0.97585,6,0,1.0,1649,debit_card,2,7294.0,0,24.0,0.1098564196451006,passed,1,2,0,0,in_transit,0.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,17.0,22.87847222222222,1
DSP000449,TXN0094964,M000198,CUS0034502,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-21,1899,626,295,2026-01-10,20,contested,won,2026-01-31,5,3,2,1,0.7623666666666667,5,1,0.6666666666666666,1899,debit_card,1,359.0,0,221.0,0.3585246132986205,passed,1,1,0,0,delivered,1.0,d2c_brand,d2c_brand,medium,physical_delivery,0,0.852960710521447,1,0,40,20.0,53.85208333333333,1
DSP000450,TXN0098106,M000199,CUS0035653,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-25,10699,559,177,2025-06-05,11,contested,won,2025-06-28,4,3,2,1,0.5322833333333333,4,2,0.6666666666666666,10699,debit_card,1,5499.0,0,53.0,0.0957188755294741,passed,1,1,1,0,,,travel_booking,travel_booking,medium,booking_service,0,0.7169137216501509,0,0,118,11.0,38.145833333333336,1
DSP000452,TXN0098470,M000199,CUS0035639,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-16,5095,513,152,2025-09-29,13,contested,won,2025-10-05,4,3,3,0,0.6045333333333334,4,2,1.0,5095,credit_card,1,2549.0,0,114.0,0.1418449989871569,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.7169137216501509,0,0,118,13.0,58.175694444444446,1
DSP000453,TXN0098465,M000199,CUS0035617,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-16,6099,406,174,2025-04-29,13,contested,won,2025-05-21,6,3,3,0,0.90335,6,0,1.0,6099,credit_card,1,18199.0,0,17.0,0.2502893355970514,passed,1,2,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.7169137216501509,0,0,118,13.0,55.02361111111111,1
DSP000454,TXN0098505,M000199,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-09,15499,416,225,2025-05-29,20,contested,won,2025-06-15,4,3,3,0,0.5588833333333333,4,2,1.0,15499,credit_card,0,0.0,0,,0.4860447758260032,not_applicable,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.7169137216501509,0,0,118,20.0,22.177777777777777,1
DSP000455,TXN0097965,M000199,CUS0035419,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-03-26,7299,679,250,2025-04-02,7,contested,won,2025-04-28,6,4,4,0,0.8414166666666666,6,0,1.0,7299,debit_card,0,0.0,0,,0.4422105043245295,not_applicable,1,3,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.7169137216501509,0,0,118,7.0,36.00972222222222,1
DSP000458,TXN0100834,M000200,CUS0036097,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-22,799,527,292,2025-10-01,9,contested,lost,2025-10-09,4,5,4,1,0.6193333333333334,4,2,0.8,799,debit_card,0,0.0,0,,0.1365118845247417,passed,1,3,0,0,,,saas_tools,saas_tools,medium,digital_service,1,0.807558707185561,0,1,99,9.0,5.111111111111111,0
DSP000462,TXN0101728,M000200,CUS0036731,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-07,1499,686,285,2025-11-25,18,contested,won,2025-12-06,6,5,5,0,0.9002166666666667,6,0,1.0,1499,debit_card,3,11597.0,0,90.0,0.501384331068647,passed,0,1,0,0,,,saas_tools,saas_tools,medium,digital_service,1,0.807558707185561,0,1,99,18.0,17.709722222222222,1
DSP000467,TXN0100789,M000200,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-25,9999,592,285,2026-01-02,8,contested,lost,2026-01-31,5,5,4,1,0.7192333333333334,5,1,0.8,9999,debit_card,0,0.0,0,,0.0398381340800629,passed,1,1,0,0,,,saas_tools,saas_tools,medium,digital_service,1,0.807558707185561,0,1,99,8.0,52.86527777777778,0
DSP000471,TXN0100238,M000200,CUS0036019,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-21,799,516,292,2025-12-04,13,contested,won,2025-12-19,4,5,4,1,0.6213333333333333,4,2,0.8,799,debit_card,0,0.0,0,,0.7477826452369919,passed,1,1,0,0,,,saas_tools,saas_tools,medium,digital_service,1,0.807558707185561,0,1,99,13.0,65.41875,1
DSP000474,TXN0103475,M000201,CUS0037137,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-12,22495,637,240,2025-12-24,12,contested,lost,2026-01-18,3,3,2,1,0.3982666666666667,3,3,0.6666666666666666,22495,credit_card,2,17698.0,0,64.0,0.3109537622032019,passed,0,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,12.0,58.922222222222224,0
DSP000477,TXN0103657,M000201,CUS0037140,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-25,5099,644,278,2025-06-14,20,contested,lost,2025-06-20,3,3,1,2,0.41981666666666667,3,3,0.3333333333333333,5099,credit_card,0,0.0,0,,0.1618573964544827,not_applicable,1,2,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,20.0,30.71736111111111,0
DSP000479,TXN0104256,M000201,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-28,5999,703,184,2025-07-08,10,contested,won,2025-08-11,5,3,3,0,0.7639,5,1,1.0,5999,credit_card,0,0.0,0,,0.2941345465785178,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,10.0,27.585416666666667,1
DSP000480,TXN0103330,M000201,CUS0037178,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-10-22,16999,698,160,2025-11-08,17,contested,won,2025-12-02,2,3,1,2,0.29895,2,4,0.3333333333333333,16999,debit_card,2,10294.0,0,59.0,0.205575679441522,failed,0,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,17.0,23.814583333333335,1
DSP000481,TXN0105500,M000201,CUS0036736,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-16,7699,669,170,2026-02-05,20,contested,won,2026-02-28,5,3,2,1,0.6770999999999999,5,1,0.6666666666666666,7699,credit_card,1,5699.0,0,227.0,0.1042113206087128,passed,0,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,20.0,53.62361111111111,1
DSP000482,TXN0103602,M000201,CUS0036894,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-22,26995,499,278,2025-08-05,14,contested,won,2025-08-21,4,4,2,2,0.6345333333333333,4,2,0.5,26995,debit_card,0,0.0,0,,0.1542620881207492,passed,1,1,0,1,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,14.0,18.380555555555556,1
DSP000483,TXN0103853,M000201,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-07,5999,600,295,2025-08-19,12,contested,lost,2025-09-17,3,3,1,2,0.41788333333333333,3,3,0.3333333333333333,5999,credit_card,0,0.0,0,,0.2454900180920927,passed,1,1,0,0,,,travel_booking,travel_booking,medium,booking_service,0,0.628472880460441,0,1,25,12.0,54.01111111111111,0
DSP000484,TXN0106809,M000202,CUS0037860,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-26,1499,476,293,2025-10-08,12,contested,won,2025-10-28,4,5,3,2,0.6533333333333333,4,2,0.6,1499,credit_card,0,0.0,0,,0.2442211410627316,passed,1,1,0,0,,,saas_tools,saas_tools,medium,digital_service,1,0.9503866315589596,0,1,103,12.0,68.35138888888889,1
