return_id,transaction_id,merchant_id,customer_id,return_requested_timestamp,return_reason,days_after_delivery,item_condition,return_approved,refund_issued,refund_delay_days,return_outcome
RET0002026,TXN0016314,M000330,C000027,2025-03-12 23:36:43,damaged_item,6,opened,0,0,,rejected
RET0002027,TXN0016325,M000150,C000006,2025-03-13 04:40:42,changed_mind,6,damaged,0,0,,rejected
RET0002028,TXN0016332,M000308,C000002,2025-03-08 06:18:19,size_issue,1,damaged,0,0,,rejected
RET0002029,TXN0016337,M000007,C000073,2025-03-15 06:43:25,late_delivery,8,unopened,1,1,4.0,full_refund
RET0002030,TXN0016340,M000345,C000025,2025-03-18 06:57:46,quality_issue,11,unopened,1,1,6.0,full_refund
RET0002031,TXN0016349,M000007,C000069,2025-03-09 08:01:01,wrong_item,2,damaged,0,0,,rejected
RET0002032,TXN0016350,M000143,C000083,2025-03-19 08:07:30,not_as_described,12,damaged,0,0,,rejected
RET0002033,TXN0016358,M000217,C000002,2025-03-08 08:48:31,late_delivery,1,unopened,1,1,5.0,full_refund
RET0002034,TXN0016374,M000308,C000008,2025-03-14 09:46:01,changed_mind,7,damaged,0,0,,rejected
RET0002035,TXN0016376,M000244,C000046,2025-03-09 09:48:37,size_issue,2,opened,1,1,4.0,full_refund
RET0002036,TXN0016378,M000106,C000039,2025-03-08 10:03:56,changed_mind,1,damaged,0,0,,rejected
RET0002037,TXN0016382,M000007,C000049,2025-03-11 10:28:53,other,4,damaged,0,0,,rejected
RET0002038,TXN0016391,M000344,C000054,2025-03-11 11:10:59,size_issue,4,damaged,0,0,,rejected
RET0002039,TXN0016406,M000398,C000015,2025-03-12 12:07:00,other,5,missing_tags,0,0,,rejected
RET0002040,TXN0016412,M000143,C000055,2025-03-20 12:53:08,wrong_item,13,opened,1,1,4.0,full_refund
RET0002041,TXN0016424,M000112,C000029,2025-03-12 13:47:58,size_issue,5,unopened,1,1,1.0,full_refund
RET0002042,TXN0016447,M000225,C000014,2025-03-18 15:54:46,size_issue,11,unopened,1,1,4.0,full_refund
RET0002043,TXN0016453,M000376,C000045,2025-03-16 16:14:25,size_issue,9,opened,1,1,3.0,full_refund
RET0002044,TXN0016464,M000237,C000039,2025-03-17 16:51:34,size_issue,10,opened,1,1,6.0,full_refund
RET0002045,TXN0016473,M000330,C000059,2025-03-10 17:30:07,size_issue,3,damaged,0,0,,rejected
RET0002046,TXN0016474,M000329,C000013,2025-03-13 17:30:26,size_issue,6,opened,1,1,3.0,full_refund
RET0002047,TXN0016479,M000330,C000020,2025-03-19 17:44:07,size_issue,12,unopened,1,1,2.0,full_refund
RET0002048,TXN0016480,M000287,C000036,2025-03-19 17:51:52,not_as_described,12,missing_tags,0,0,,rejected
RET0002049,TXN0016499,M000136,C000016,2025-03-12 19:20:29,quality_issue,5,opened,0,0,,rejected
RET0002050,TXN0016504,M000002,C000130,2025-03-15 19:54:44,quality_issue,8,unopened,1,1,5.0,full_refund
RET0002051,TXN0016517,M000330,C000049,2025-03-16 21:21:11,size_issue,9,missing_tags,0,0,,rejected
RET0002052,TXN0016519,M000376,C000007,2025-03-10 21:24:37,not_as_described,3,opened,1,1,5.0,full_refund
RET0002053,TXN0016527,M000007,C000049,2025-03-12 21:54:18,not_as_described,5,damaged,0,0,,rejected
RET0002054,TXN0016537,M000283,C000030,2025-03-09 23:25:46,wrong_item,2,damaged,0,0,,rejected
RET0002055,TXN0016548,M000345,C000024,2025-03-11 02:03:06,size_issue,3,opened,1,1,1.0,full_refund
RET0002056,TXN0016564,M000143,C000025,2025-03-16 06:18:45,quality_issue,8,opened,1,1,6.0,full_refund
RET0002057,TXN0016566,M000112,C000066,2025-03-14 06:43:14,size_issue,6,missing_tags,0,0,,rejected
RET0002058,TXN0016567,M000015,C000039,2025-03-21 06:47:43,changed_mind,13,opened,0,0,,rejected
RET0002059,TXN0016584,M000376,C000013,2025-03-18 08:24:06,changed_mind,10,missing_tags,0,0,,rejected
RET0002060,TXN0016594,M000072,C000029,2025-03-11 09:05:11,size_issue,3,missing_tags,0,0,,rejected
RET0002061,TXN0016600,M000287,C000087,2025-03-12 09:55:26,size_issue,4,unopened,1,1,6.0,full_refund
RET0002062,TXN0016601,M000342,C000016,2025-03-19 10:03:00,size_issue,11,opened,0,0,,rejected
RET0002063,TXN0016602,M000343,C000055,2025-03-14 10:03:41,damaged_item,6,missing_tags,0,0,,rejected
RET0002064,TXN0016611,M000001,C000055,2025-03-17 10:25:58,other,9,missing_tags,0,0,,rejected
RET0002065,TXN0016622,M000311,C000044,2025-03-17 11:07:35,other,9,missing_tags,0,0,,rejected
RET0002066,TXN0016627,M000342,C000013,2025-03-17 11:22:02,not_as_described,9,unopened,1,1,6.0,full_refund
RET0002067,TXN0016630,M000185,C000068,2025-03-09 11:50:21,quality_issue,1,opened,1,1,4.0,full_refund
RET0002068,TXN0016647,M000109,C000034,2025-03-10 12:50:17,size_issue,2,opened,1,1,2.0,full_refund
RET0002069,TXN0016649,M000047,C000032,2025-03-15 13:09:12,damaged_item,7,missing_tags,0,0,,rejected
RET0002070,TXN0016662,M000025,C000040,2025-03-13 14:00:45,late_delivery,5,opened,1,1,4.0,full_refund
RET0002071,TXN0016668,M000228,C000082,2025-03-17 14:23:27,other,9,damaged,0,0,,rejected
RET0002072,TXN0016672,M000134,C000043,2025-03-19 14:33:29,wrong_item,11,missing_tags,0,0,,rejected
RET0002073,TXN0016695,M000388,C000009,2025-03-20 15:45:22,size_issue,12,damaged,0,0,,rejected
RET0002074,TXN0016707,M000226,C000050,2025-03-19 16:32:29,changed_mind,11,unopened,1,1,1.0,full_refund
RET0002075,TXN0016708,M000174,C000020,2025-03-14 16:33:44,quality_issue,6,missing_tags,0,0,,rejected
RET0002076,TXN0016717,M000106,C000013,2025-03-18 17:19:19,wrong_item,10,opened,1,1,1.0,full_refund
RET0002077,TXN0016721,M000237,C000007,2025-03-11 17:30:28,changed_mind,3,missing_tags,0,0,,rejected
RET0002078,TXN0016723,M000109,C000029,2025-03-18 17:33:32,not_as_described,10,missing_tags,0,0,,rejected
RET0002079,TXN0016726,M000366,C000006,2025-03-13 17:43:10,not_as_described,5,unopened,1,1,4.0,full_refund
RET0002080,TXN0016732,M000287,C000100,2025-03-21 17:58:33,damaged_item,13,damaged,0,0,,rejected
RET0002081,TXN0016737,M000007,C000024,2025-03-19 18:16:58,quality_issue,11,damaged,0,0,,rejected
RET0002082,TXN0016739,M000196,C000035,2025-03-15 18:26:21,size_issue,7,damaged,0,0,,rejected
RET0002083,TXN0016765,M000107,C000019,2025-03-09 20:26:42,not_as_described,1,damaged,0,0,,rejected
RET0002084,TXN0016766,M000185,C000011,2025-03-15 20:38:18,not_as_described,7,missing_tags,0,0,,rejected
RET0002085,TXN0016771,M000287,C000074,2025-03-11 21:14:15,changed_mind,3,damaged,0,0,,rejected
RET0002086,TXN0016773,M000047,C000024,2025-03-12 21:39:42,damaged_item,4,damaged,0,0,,rejected
RET0002087,TXN0016801,M000363,C000058,2025-03-14 23:35:59,quality_issue,6,damaged,0,0,,rejected
RET0002088,TXN0016809,M000330,C000034,2025-03-22 01:18:34,size_issue,13,unopened,1,1,4.0,full_refund
RET0002089,TXN0016830,M000282,C000005,2025-03-16 06:11:56,quality_issue,7,unopened,1,1,3.0,full_refund
RET0002090,TXN0016848,M000237,C000040,2025-03-12 07:22:36,wrong_item,3,unopened,1,1,5.0,full_refund
RET0002091,TXN0016855,M000023,C000010,2025-03-16 07:54:40,not_as_described,7,opened,0,0,,rejected
RET0002092,TXN0016858,M000112,C000069,2025-03-12 08:05:51,damaged_item,3,opened,0,0,,rejected
RET0002093,TXN0016859,M000007,C000093,2025-03-20 08:06:10,changed_mind,11,missing_tags,0,0,,rejected
RET0002094,TXN0016864,M000112,C000069,2025-03-14 08:23:40,size_issue,5,damaged,0,0,,rejected
RET0002095,TXN0016888,M000161,C000015,2025-03-13 10:01:28,quality_issue,4,missing_tags,0,0,,rejected
RET0002096,TXN0016898,M000152,C000026,2025-03-11 10:53:54,size_issue,2,opened,1,1,4.0,full_refund
RET0002097,TXN0016924,M000118,C000013,2025-03-15 13:17:11,size_issue,6,unopened,1,1,2.0,full_refund
RET0002098,TXN0016934,M000112,C000086,2025-03-16 13:47:11,size_issue,7,missing_tags,0,0,,rejected
RET0002099,TXN0016937,M000019,C000001,2025-03-10 13:52:49,size_issue,1,damaged,0,0,,rejected
RET0002100,TXN0016962,M000298,C000064,2025-03-19 15:23:12,size_issue,10,unopened,1,1,1.0,full_refund
RET0002101,TXN0016965,M000017,C000009,2025-03-14 15:36:21,changed_mind,5,missing_tags,0,0,,rejected
RET0002102,TXN0016970,M000143,C000023,2025-03-14 15:52:59,other,5,missing_tags,0,0,,rejected
RET0002103,TXN0016979,M000329,C000005,2025-03-20 16:27:07,changed_mind,11,damaged,0,0,,rejected
RET0002104,TXN0016981,M000139,C000018,2025-03-15 16:44:41,late_delivery,6,unopened,0,0,,rejected
RET0002105,TXN0016982,M000324,C000053,2025-03-10 16:47:36,damaged_item,1,damaged,0,0,,rejected
RET0002106,TXN0016997,M000196,C000007,2025-03-17 17:36:44,size_issue,8,damaged,0,0,,rejected
RET0002107,TXN0016998,M000395,C000024,2025-03-16 17:39:41,wrong_item,7,unopened,1,1,6.0,full_refund
RET0002108,TXN0017008,M000344,C000051,2025-03-17 18:16:25,late_delivery,8,damaged,0,0,,rejected
RET0002109,TXN0017018,M000237,C000037,2025-03-15 18:35:48,changed_mind,6,damaged,0,0,,rejected
RET0002110,TXN0017023,M000287,C000060,2025-03-13 18:57:16,size_issue,4,missing_tags,0,0,,rejected
RET0002111,TXN0017025,M000050,C000020,2025-03-21 19:09:51,other,12,unopened,1,1,5.0,full_refund
RET0002112,TXN0017032,M000002,C000063,2025-03-21 19:44:32,changed_mind,12,opened,1,1,2.0,full_refund
RET0002113,TXN0017033,M000190,C000003,2025-03-21 19:49:20,changed_mind,12,missing_tags,0,0,,rejected
RET0002114,TXN0017034,M000061,C000042,2025-03-15 19:49:48,quality_issue,6,missing_tags,0,0,,rejected
RET0002115,TXN0017041,M000210,C000049,2025-03-20 20:15:35,changed_mind,11,opened,1,1,3.0,full_refund
RET0002116,TXN0017045,M000244,C000048,2025-03-12 20:32:16,damaged_item,3,damaged,0,0,,rejected
RET0002117,TXN0017052,M000062,C000037,2025-03-16 21:15:40,changed_mind,7,unopened,1,1,5.0,full_refund
RET0002118,TXN0017063,M000210,C000008,2025-03-10 22:04:14,size_issue,1,missing_tags,0,0,,rejected
RET0002119,TXN0017067,M000251,C000018,2025-03-16 22:36:00,size_issue,7,unopened,0,0,,rejected
RET0002120,TXN0017077,M000131,C000062,2025-03-11 23:25:05,changed_mind,2,missing_tags,0,0,,rejected
RET0002121,TXN0017078,M000007,C000129,2025-03-13 23:35:08,other,4,damaged,0,0,,rejected
RET0002122,TXN0017084,M000190,C000032,2025-03-16 00:16:05,changed_mind,6,damaged,0,0,,rejected
RET0002123,TXN0017101,M000002,C000078,2025-03-21 06:18:41,wrong_item,11,unopened,1,1,1.0,full_refund
RET0002124,TXN0017104,M000185,C000003,2025-03-19 06:55:36,wrong_item,9,missing_tags,0,0,,rejected
RET0002125,TXN0017117,M000176,C000002,2025-03-17 08:13:05,size_issue,7,opened,1,1,2.0,full_refund
RET0002126,TXN0017131,M000107,C000029,2025-03-17 08:57:33,other,7,missing_tags,0,0,,rejected
RET0002127,TXN0017137,M000345,C000009,2025-03-22 09:29:25,other,12,unopened,1,1,1.0,full_refund
RET0002128,TXN0017143,M000310,C000085,2025-03-21 09:46:36,size_issue,11,missing_tags,0,0,,rejected
RET0002129,TXN0017151,M000343,C000015,2025-03-22 10:17:00,not_as_described,12,missing_tags,0,0,,rejected
RET0002130,TXN0017156,M000225,C000009,2025-03-19 10:31:05,size_issue,9,unopened,1,1,4.0,full_refund
RET0002131,TXN0017157,M000237,C000014,2025-03-12 10:32:38,size_issue,2,unopened,1,1,5.0,full_refund
RET0002132,TXN0017177,M000131,C000093,2025-03-15 11:36:29,other,5,opened,1,1,1.0,full_refund
RET0002133,TXN0017190,M000103,C000014,2025-03-23 12:28:13,changed_mind,13,damaged,0,0,,rejected
RET0002134,TXN0017228,M000109,C000032,2025-03-17 15:20:20,size_issue,7,unopened,1,1,6.0,full_refund
RET0002135,TXN0017241,M000244,C000095,2025-03-15 17:02:53,changed_mind,5,unopened,1,1,2.0,full_refund
RET0002136,TXN0017244,M000182,C000005,2025-03-11 17:10:00,quality_issue,1,missing_tags,0,0,,rejected
RET0002137,TXN0017245,M000361,C000051,2025-03-16 17:12:56,not_as_described,6,unopened,1,1,5.0,full_refund
RET0002138,TXN0017252,M000112,C000010,2025-03-22 17:43:31,size_issue,12,missing_tags,0,0,,rejected
RET0002139,TXN0017256,M000210,C000002,2025-03-11 18:00:16,size_issue,1,damaged,0,0,,rejected
RET0002140,TXN0017258,M000318,C000006,2025-03-12 18:10:46,late_delivery,2,opened,1,1,4.0,full_refund
RET0002141,TXN0017260,M000310,C000089,2025-03-22 18:17:02,wrong_item,12,missing_tags,0,0,,rejected
RET0002142,TXN0017266,M000226,C000073,2025-03-14 18:44:34,quality_issue,4,unopened,1,1,6.0,full_refund
RET0002143,TXN0017277,M000002,C000036,2025-03-14 19:52:29,size_issue,4,damaged,0,0,,rejected
RET0002144,TXN0017279,M000369,C000002,2025-03-21 19:58:34,size_issue,11,opened,1,1,2.0,full_refund
RET0002145,TXN0017281,M000161,C000061,2025-03-16 20:02:43,not_as_described,6,damaged,0,0,,rejected
RET0002146,TXN0017287,M000185,C000048,2025-03-16 20:28:42,quality_issue,6,missing_tags,0,0,,rejected
RET0002147,TXN0017290,M000061,C000032,2025-03-19 20:56:59,changed_mind,9,missing_tags,0,0,,rejected
RET0002148,TXN0017292,M000240,C000017,2025-03-11 20:59:19,size_issue,1,unopened,1,1,5.0,full_refund
RET0002149,TXN0017296,M000196,C000022,2025-03-22 21:23:41,size_issue,12,unopened,1,1,5.0,full_refund
RET0002150,TXN0017298,M000109,C000017,2025-03-18 21:34:59,wrong_item,8,opened,1,1,3.0,full_refund
RET0002151,TXN0017302,M000298,C000042,2025-03-23 22:07:03,not_as_described,13,unopened,0,0,,rejected
RET0002152,TXN0017312,M000014,C000021,2025-03-20 23:02:08,changed_mind,10,damaged,0,0,,rejected
RET0002153,TXN0017327,M000019,C000019,2025-03-14 00:42:41,wrong_item,3,damaged,0,0,,rejected
RET0002154,TXN0017334,M000178,C000053,2025-03-24 04:36:57,damaged_item,13,opened,1,1,4.0,full_refund
RET0002155,TXN0017336,M000387,C000020,2025-03-19 05:51:59,late_delivery,8,opened,1,1,3.0,full_refund
RET0002156,TXN0017338,M000310,C000019,2025-03-12 06:14:04,size_issue,1,opened,1,1,4.0,full_refund
RET0002157,TXN0017353,M000118,C000007,2025-03-18 07:47:21,size_issue,7,damaged,0,0,,rejected
RET0002158,TXN0017364,M000072,C000003,2025-03-24 09:18:53,wrong_item,13,damaged,0,0,,rejected
RET0002159,TXN0017369,M000037,C000021,2025-03-22 09:39:41,size_issue,11,missing_tags,0,0,,rejected
RET0002160,TXN0017372,M000131,C000047,2025-03-13 09:45:42,changed_mind,2,opened,1,1,2.0,full_refund
RET0002161,TXN0017389,M000150,C000010,2025-03-17 11:04:51,size_issue,6,damaged,0,0,,rejected
RET0002162,TXN0017411,M000002,C000108,2025-03-24 12:10:22,not_as_described,13,missing_tags,0,0,,rejected
RET0002163,TXN0017416,M000159,C000012,2025-03-17 12:30:03,changed_mind,6,missing_tags,0,0,,rejected
RET0002164,TXN0017441,M000190,C000028,2025-03-19 14:03:33,changed_mind,8,opened,1,1,3.0,full_refund
RET0002165,TXN0017475,M000144,C000007,2025-03-12 17:18:24,changed_mind,1,unopened,0,0,,rejected
RET0002166,TXN0017482,M000107,C000011,2025-03-19 17:44:27,size_issue,8,opened,0,0,,rejected
RET0002167,TXN0017493,M000319,C000012,2025-03-13 18:13:40,size_issue,2,damaged,0,0,,rejected
RET0002168,TXN0017507,M000224,C000001,2025-03-24 18:57:52,size_issue,13,unopened,1,1,6.0,full_refund
RET0002169,TXN0017513,M000331,C000082,2025-03-15 19:32:24,size_issue,4,unopened,1,1,3.0,full_refund
RET0002170,TXN0017514,M000112,C000077,2025-03-14 19:35:47,size_issue,3,opened,1,1,5.0,full_refund
RET0002171,TXN0017518,M000237,C000016,2025-03-22 19:58:00,other,11,unopened,1,1,2.0,full_refund
RET0002172,TXN0017519,M000136,C000016,2025-03-24 19:59:58,size_issue,13,unopened,1,1,6.0,full_refund
RET0002173,TXN0017530,M000174,C000011,2025-03-14 21:40:53,changed_mind,3,damaged,0,0,,rejected
RET0002174,TXN0017540,M000176,C000037,2025-03-24 23:14:13,size_issue,13,opened,1,1,1.0,full_refund
RET0002175,TXN0017541,M000002,C000058,2025-03-20 23:19:37,size_issue,9,opened,1,1,4.0,full_refund
RET0002176,TXN0017544,M000363,C000037,2025-03-24 23:44:04,damaged_item,13,unopened,1,1,6.0,full_refund
RET0002177,TXN0017548,M000061,C000031,2025-03-21 02:23:10,damaged_item,9,opened,1,1,5.0,full_refund
RET0002178,TXN0017589,M000146,C000001,2025-03-13 08:53:07,wrong_item,1,opened,1,1,4.0,full_refund
RET0002179,TXN0017592,M000298,C000059,2025-03-19 09:13:59,changed_mind,7,opened,1,1,2.0,full_refund
RET0002180,TXN0017598,M000251,C000006,2025-03-18 09:34:48,damaged_item,6,opened,1,1,4.0,full_refund
RET0002181,TXN0017604,M000361,C000016,2025-03-16 10:05:17,size_issue,4,opened,1,1,4.0,full_refund
RET0002182,TXN0017606,M000237,C000019,2025-03-19 10:08:12,changed_mind,7,unopened,1,1,4.0,full_refund
RET0002183,TXN0017615,M000210,C000014,2025-03-20 10:49:19,quality_issue,8,damaged,0,0,,rejected
RET0002184,TXN0017618,M000344,C000054,2025-03-24 10:53:36,not_as_described,12,missing_tags,0,0,,rejected
RET0002185,TXN0017628,M000361,C000054,2025-03-13 11:30:44,wrong_item,1,unopened,1,1,6.0,full_refund
RET0002186,TXN0017635,M000144,C000012,2025-03-17 11:55:02,size_issue,5,damaged,0,0,,rejected
RET0002187,TXN0017648,M000150,C000010,2025-03-19 12:48:40,wrong_item,7,missing_tags,0,0,,rejected
RET0002188,TXN0017673,M000015,C000026,2025-03-15 14:42:02,damaged_item,3,missing_tags,0,0,,rejected
RET0002189,TXN0017690,M000159,C000011,2025-03-16 15:41:47,size_issue,4,unopened,1,1,2.0,full_refund
RET0002190,TXN0017707,M000134,C000039,2025-03-17 17:03:06,damaged_item,5,opened,1,1,2.0,full_refund
RET0002191,TXN0017708,M000131,C000013,2025-03-25 17:04:39,wrong_item,13,unopened,1,1,1.0,full_refund
RET0002192,TXN0017714,M000098,C000003,2025-03-14 17:35:35,changed_mind,2,damaged,0,0,,rejected
RET0002193,TXN0017721,M000079,C000026,2025-03-20 17:55:32,size_issue,8,unopened,1,1,3.0,full_refund
RET0002194,TXN0017722,M000159,C000004,2025-03-24 17:57:24,size_issue,12,unopened,1,1,4.0,full_refund
RET0002195,TXN0017726,M000017,C000023,2025-03-21 18:06:23,wrong_item,9,damaged,0,0,,rejected
RET0002196,TXN0017742,M000387,C000021,2025-03-25 19:14:57,late_delivery,13,damaged,0,0,,rejected
RET0002197,TXN0017749,M000007,C000081,2025-03-14 19:49:34,size_issue,2,opened,1,1,2.0,full_refund
RET0002198,TXN0017752,M000142,C000030,2025-03-15 20:07:55,quality_issue,3,opened,0,0,,rejected
RET0002199,TXN0017757,M000062,C000007,2025-03-16 20:24:05,size_issue,4,damaged,0,0,,rejected
RET0002200,TXN0017759,M000269,C000009,2025-03-22 20:34:29,late_delivery,10,unopened,1,1,1.0,full_refund
RET0002201,TXN0017763,M000287,C000097,2025-03-13 20:41:09,size_issue,1,missing_tags,0,0,,rejected
RET0002202,TXN0017765,M000090,C000019,2025-03-21 20:54:16,changed_mind,9,unopened,1,1,3.0,full_refund
RET0002203,TXN0017767,M000159,C000017,2025-03-15 21:10:28,size_issue,3,opened,1,1,5.0,full_refund
RET0002204,TXN0017769,M000007,C000025,2025-03-18 21:40:47,quality_issue,6,missing_tags,0,0,,rejected
RET0002205,TXN0017784,M000398,C000081,2025-03-24 00:43:28,size_issue,11,damaged,0,0,,rejected
RET0002206,TXN0017789,M000152,C000016,2025-03-14 03:55:25,size_issue,1,opened,0,0,,rejected
RET0002207,TXN0017793,M000228,C000042,2025-03-15 05:11:00,changed_mind,2,opened,1,1,1.0,full_refund
RET0002208,TXN0017800,M000388,C000075,2025-03-26 07:11:58,size_issue,13,unopened,1,1,3.0,full_refund
RET0002209,TXN0017815,M000317,C000042,2025-03-14 08:35:01,wrong_item,1,missing_tags,0,0,,rejected
RET0002210,TXN0017816,M000228,C000026,2025-03-22 08:37:24,size_issue,9,damaged,0,0,,rejected
RET0002211,TXN0017836,M000376,C000009,2025-03-18 09:36:05,damaged_item,5,opened,1,1,5.0,full_refund
RET0002212,TXN0017842,M000203,C000007,2025-03-20 10:02:58,size_issue,7,missing_tags,0,0,,rejected
RET0002213,TXN0017846,M000343,C000031,2025-03-16 10:26:53,size_issue,3,damaged,0,0,,rejected
RET0002214,TXN0017855,M000154,C000016,2025-03-26 11:02:06,size_issue,13,damaged,0,0,,rejected
RET0002215,TXN0017856,M000017,C000026,2025-03-26 11:03:02,size_issue,13,missing_tags,0,0,,rejected
RET0002216,TXN0017864,M000388,C000009,2025-03-16 11:26:57,changed_mind,3,opened,1,1,2.0,full_refund
RET0002217,TXN0017873,M000388,C000059,2025-03-22 12:22:21,wrong_item,9,opened,1,1,5.0,full_refund
RET0002218,TXN0017876,M000150,C000021,2025-03-17 12:43:21,size_issue,4,opened,1,1,6.0,full_refund
RET0002219,TXN0017881,M000139,C000029,2025-03-14 13:06:30,late_delivery,1,unopened,1,1,6.0,full_refund
RET0002220,TXN0017892,M000393,C000060,2025-03-26 13:43:05,changed_mind,13,opened,1,1,1.0,full_refund
RET0002221,TXN0017894,M000112,C000051,2025-03-22 13:43:58,changed_mind,9,opened,1,1,4.0,full_refund
RET0002222,TXN0017899,M000349,C000027,2025-03-20 14:01:54,size_issue,7,damaged,0,0,,rejected
RET0002223,TXN0017901,M000061,C000002,2025-03-25 14:10:16,not_as_described,12,damaged,0,0,,rejected
RET0002224,TXN0017911,M000131,C000093,2025-03-21 14:42:11,late_delivery,8,opened,1,1,2.0,full_refund
RET0002225,TXN0017919,M000330,C000005,2025-03-22 15:24:47,late_delivery,9,missing_tags,0,0,,rejected
RET0002226,TXN0017946,M000167,C000013,2025-03-17 17:19:44,size_issue,4,unopened,1,1,4.0,full_refund
RET0002227,TXN0017951,M000185,C000027,2025-03-18 17:54:06,size_issue,5,opened,1,1,3.0,full_refund
RET0002228,TXN0017967,M000086,C000012,2025-03-22 18:29:08,size_issue,9,damaged,0,0,,rejected
RET0002229,TXN0017970,M000310,C000032,2025-03-19 18:40:45,not_as_described,6,unopened,1,1,5.0,full_refund
RET0002230,TXN0017977,M000112,C000079,2025-03-15 19:17:22,size_issue,2,damaged,0,0,,rejected
RET0002231,TXN0017982,M000228,C000021,2025-03-21 19:27:27,late_delivery,8,unopened,1,1,4.0,full_refund
RET0002232,TXN0017985,M000255,C000038,2025-03-22 19:35:10,wrong_item,9,unopened,1,1,2.0,full_refund
RET0002233,TXN0017998,M000159,C000004,2025-03-26 20:34:55,changed_mind,13,opened,1,1,4.0,full_refund
RET0002234,TXN0018004,M000287,C000060,2025-03-16 20:54:37,damaged_item,3,missing_tags,0,0,,rejected
RET0002235,TXN0018005,M000247,C000032,2025-03-24 20:57:46,changed_mind,11,damaged,0,0,,rejected
RET0002236,TXN0018015,M000318,C000001,2025-03-22 22:19:09,size_issue,9,missing_tags,0,0,,rejected
RET0002237,TXN0018018,M000168,C000014,2025-03-20 22:35:06,size_issue,7,damaged,0,0,,rejected
RET0002238,TXN0018027,M000086,C000035,2025-03-26 01:56:38,size_issue,12,unopened,1,1,4.0,full_refund
RET0002239,TXN0018051,M000255,C000012,2025-03-16 07:17:37,size_issue,2,opened,1,1,3.0,full_refund
RET0002240,TXN0018066,M000344,C000032,2025-03-18 08:18:34,damaged_item,4,missing_tags,0,0,,rejected
RET0002241,TXN0018077,M000061,C000104,2025-03-22 09:18:42,size_issue,8,unopened,1,1,2.0,full_refund
RET0002242,TXN0018112,M000058,C000015,2025-03-17 12:34:35,not_as_described,3,unopened,1,1,5.0,full_refund
RET0002243,TXN0018113,M000283,C000018,2025-03-21 12:36:46,late_delivery,7,missing_tags,0,0,,rejected
RET0002244,TXN0018155,M000017,C000011,2025-03-17 15:41:30,changed_mind,3,missing_tags,0,0,,rejected
RET0002245,TXN0018157,M000047,C000008,2025-03-23 15:45:32,late_delivery,9,opened,0,0,,rejected
RET0002246,TXN0018169,M000136,C000025,2025-03-22 16:45:15,wrong_item,8,unopened,1,1,2.0,full_refund
RET0002247,TXN0018174,M000001,C000063,2025-03-19 16:56:02,quality_issue,5,unopened,1,1,5.0,full_refund
RET0002248,TXN0018176,M000361,C000012,2025-03-21 17:08:02,size_issue,7,opened,1,1,1.0,full_refund
RET0002249,TXN0018179,M000244,C000020,2025-03-15 17:14:16,wrong_item,1,opened,1,1,5.0,full_refund
RET0002250,TXN0018181,M000228,C000012,2025-03-15 17:25:36,not_as_described,1,missing_tags,0,0,,rejected
RET0002251,TXN0018182,M000002,C000028,2025-03-16 17:29:40,damaged_item,2,opened,1,1,6.0,full_refund
RET0002252,TXN0018183,M000047,C000019,2025-03-18 17:34:42,not_as_described,4,missing_tags,0,0,,rejected
RET0002253,TXN0018185,M000001,C000078,2025-03-19 17:39:17,size_issue,5,missing_tags,0,0,,rejected
RET0002254,TXN0018198,M000251,C000018,2025-03-21 18:28:36,size_issue,7,missing_tags,0,0,,rejected
RET0002255,TXN0018210,M000310,C000068,2025-03-18 19:02:29,damaged_item,4,damaged,0,0,,rejected
RET0002256,TXN0018216,M000154,C000025,2025-03-16 19:14:14,other,2,missing_tags,0,0,,rejected
RET0002257,TXN0018217,M000341,C000005,2025-03-17 19:18:59,size_issue,3,damaged,0,0,,rejected
RET0002258,TXN0018229,M000398,C000021,2025-03-16 20:14:20,changed_mind,2,opened,1,1,4.0,full_refund
RET0002259,TXN0018235,M000123,C000022,2025-03-15 21:04:32,changed_mind,1,missing_tags,0,0,,rejected
RET0002260,TXN0018237,M000298,C000030,2025-03-27 21:13:55,quality_issue,13,missing_tags,0,0,,rejected
RET0002261,TXN0018247,M000007,C000041,2025-03-15 22:52:04,changed_mind,1,unopened,1,1,2.0,full_refund
RET0002262,TXN0018250,M000139,C000063,2025-03-26 23:01:52,quality_issue,12,unopened,1,1,2.0,full_refund
RET0002263,TXN0018259,M000152,C000036,2025-03-21 02:02:48,size_issue,6,unopened,1,1,2.0,full_refund
RET0002264,TXN0018260,M000310,C000035,2025-03-22 02:11:41,wrong_item,7,missing_tags,0,0,,rejected
RET0002265,TXN0018273,M000398,C000034,2025-03-28 06:32:47,damaged_item,13,missing_tags,0,0,,rejected
RET0002266,TXN0018278,M000283,C000054,2025-03-26 07:02:46,other,11,unopened,1,1,5.0,full_refund
RET0002267,TXN0018291,M000139,C000067,2025-03-20 07:58:09,wrong_item,5,damaged,0,0,,rejected
RET0002268,TXN0018293,M000366,C000025,2025-03-28 08:09:16,damaged_item,13,missing_tags,0,0,,rejected
RET0002269,TXN0018299,M000061,C000008,2025-03-20 08:23:17,size_issue,5,unopened,1,1,1.0,full_refund
RET0002270,TXN0018319,M000142,C000016,2025-03-26 09:58:39,size_issue,11,unopened,1,1,4.0,full_refund
RET0002271,TXN0018320,M000142,C000014,2025-03-19 10:00:53,size_issue,4,opened,1,1,4.0,full_refund
