merchant_id,hour,transaction_count,transaction_volume,average_transaction_amount,new_device_rate,authentication_failure_rate,high_risk_ip_rate,payment_failure_rate,new_customer_rate,chargeback_rate,dispute_rate,return_rate,baseline_transaction_count,volume_deviation,risk_signal_count,merchant_hourly_anomaly
M000343,2025-03-08 08:00:00,1,1186.88,1186.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000376,2025-03-08 08:00:00,2,7825.93,3912.97,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.01,1.98,1,0
M000379,2025-03-08 08:00:00,1,7802.93,7802.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000384,2025-03-08 08:00:00,1,4813.02,4813.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000003,2025-03-08 09:00:00,1,3201.63,3201.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000006,2025-03-08 09:00:00,1,239.52,239.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000072,2025-03-08 09:00:00,1,1218.52,1218.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
M000148,2025-03-08 09:00:00,1,463.16,463.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000192,2025-03-08 09:00:00,1,6804.19,6804.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000259,2025-03-08 09:00:00,2,1175.82,587.91,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.02,1.96,1,0
M000287,2025-03-08 09:00:00,1,1333.3,1333.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,0.93,0,0
M000335,2025-03-08 09:00:00,1,1607.55,1607.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000001,2025-03-08 10:00:00,1,1614.99,1614.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.04,0.96,1,0
M000002,2025-03-08 10:00:00,1,8001.27,8001.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000005,2025-03-08 10:00:00,1,8714.85,8714.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000017,2025-03-08 10:00:00,1,7354.57,7354.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000031,2025-03-08 10:00:00,1,377.7,377.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000103,2025-03-08 10:00:00,1,8007.32,8007.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000127,2025-03-08 10:00:00,1,11184.58,11184.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000170,2025-03-08 10:00:00,1,567.66,567.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000176,2025-03-08 10:00:00,1,1007.63,1007.63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.06,0.94,1,0
M000205,2025-03-08 10:00:00,1,618.94,618.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000259,2025-03-08 10:00:00,1,253.01,253.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000261,2025-03-08 10:00:00,1,367.19,367.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,1
M000272,2025-03-08 10:00:00,1,13154.8,13154.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000342,2025-03-08 10:00:00,1,1053.74,1053.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,0,0
M000343,2025-03-08 10:00:00,1,1789.0,1789.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.05,0.95,1,0
M000364,2025-03-08 10:00:00,2,1099.21,549.61,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.05,1.9,1,0
M000380,2025-03-08 10:00:00,1,7128.84,7128.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000395,2025-03-08 10:00:00,1,1670.78,1670.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000400,2025-03-08 10:00:00,1,9478.96,9478.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.93,0,0
M000003,2025-03-08 11:00:00,1,2770.24,2770.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.05,0.95,1,0
M000008,2025-03-08 11:00:00,1,4546.7,4546.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,2,0
M000028,2025-03-08 11:00:00,1,339.38,339.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000086,2025-03-08 11:00:00,1,1672.57,1672.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000140,2025-03-08 11:00:00,1,7798.42,7798.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000146,2025-03-08 11:00:00,1,1129.48,1129.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000148,2025-03-08 11:00:00,1,1223.81,1223.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000185,2025-03-08 11:00:00,1,6541.11,6541.11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,0.99,1,0
M000217,2025-03-08 11:00:00,1,3808.77,3808.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000311,2025-03-08 11:00:00,1,1272.46,1272.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,0.95,1,0
M000327,2025-03-08 11:00:00,1,464.61,464.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,0.96,1,0
M000342,2025-03-08 11:00:00,1,2229.4,2229.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,0,0
M000360,2025-03-08 11:00:00,1,744.59,744.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,1,0
M000376,2025-03-08 11:00:00,1,6092.27,6092.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000003,2025-03-08 12:00:00,1,2143.76,2143.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000039,2025-03-08 12:00:00,1,4795.66,4795.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000096,2025-03-08 12:00:00,1,1495.8,1495.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000109,2025-03-08 12:00:00,1,4415.98,4415.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,0.93,0,0
M000126,2025-03-08 12:00:00,1,1641.38,1641.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000161,2025-03-08 12:00:00,1,5688.31,5688.31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000176,2025-03-08 12:00:00,1,2509.78,2509.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000203,2025-03-08 12:00:00,1,2504.46,2504.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000229,2025-03-08 12:00:00,1,2687.73,2687.73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000246,2025-03-08 12:00:00,1,3876.31,3876.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000261,2025-03-08 12:00:00,1,380.8,380.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000273,2025-03-08 12:00:00,1,9822.79,9822.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000344,2025-03-08 12:00:00,1,3184.98,3184.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000360,2025-03-08 12:00:00,1,571.4,571.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,0.96,1,0
M000015,2025-03-08 13:00:00,1,970.12,970.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000047,2025-03-08 13:00:00,1,5108.12,5108.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
M000050,2025-03-08 13:00:00,1,2608.75,2608.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000097,2025-03-08 13:00:00,1,566.87,566.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000147,2025-03-08 13:00:00,1,334.3,334.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000186,2025-03-08 13:00:00,1,4263.62,4263.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000240,2025-03-08 13:00:00,1,2333.8,2333.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000256,2025-03-08 13:00:00,1,204.54,204.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000298,2025-03-08 13:00:00,1,1718.42,1718.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000302,2025-03-08 13:00:00,1,1038.24,1038.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000382,2025-03-08 13:00:00,1,26784.65,26784.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000005,2025-03-08 14:00:00,1,14281.09,14281.09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000006,2025-03-08 14:00:00,1,291.74,291.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,1,0
M000008,2025-03-08 14:00:00,2,10720.76,5360.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.82,1,0
M000019,2025-03-08 14:00:00,1,2805.03,2805.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000025,2025-03-08 14:00:00,1,2005.66,2005.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0
M000054,2025-03-08 14:00:00,1,3300.69,3300.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000058,2025-03-08 14:00:00,1,3983.15,3983.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000064,2025-03-08 14:00:00,1,1949.77,1949.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000114,2025-03-08 14:00:00,1,4509.73,4509.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000134,2025-03-08 14:00:00,1,3339.97,3339.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.07,0.93,0,0
M000143,2025-03-08 14:00:00,1,3111.43,3111.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000168,2025-03-08 14:00:00,1,4599.61,4599.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,0
M000170,2025-03-08 14:00:00,1,495.51,495.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000178,2025-03-08 14:00:00,1,379.54,379.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000194,2025-03-08 14:00:00,1,10933.34,10933.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000224,2025-03-08 14:00:00,1,3329.12,3329.12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,0.96,1,0
M000228,2025-03-08 14:00:00,1,2903.27,2903.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,0,0
M000253,2025-03-08 14:00:00,1,2828.58,2828.58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000346,2025-03-08 14:00:00,1,779.33,779.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.05,0.95,1,0
M000001,2025-03-08 15:00:00,1,2132.71,2132.71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,0.96,1,0
M000008,2025-03-08 15:00:00,1,2365.45,2365.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000036,2025-03-08 15:00:00,1,4821.88,4821.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000040,2025-03-08 15:00:00,1,565.61,565.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000061,2025-03-08 15:00:00,1,1407.56,1407.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,0,0
M000175,2025-03-08 15:00:00,1,29318.51,29318.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000201,2025-03-08 15:00:00,1,22869.84,22869.84,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0
M000213,2025-03-08 15:00:00,1,21614.04,21614.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000217,2025-03-08 15:00:00,1,3719.49,3719.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000226,2025-03-08 15:00:00,1,1972.15,1972.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000230,2025-03-08 15:00:00,1,8063.0,8063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000231,2025-03-08 15:00:00,1,1087.01,1087.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000233,2025-03-08 15:00:00,1,228.41,228.41,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000252,2025-03-08 15:00:00,1,3564.32,3564.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.93,1,0
M000331,2025-03-08 15:00:00,1,1436.81,1436.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.93,1,0
M000344,2025-03-08 15:00:00,1,4805.08,4805.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000346,2025-03-08 15:00:00,1,957.28,957.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000377,2025-03-08 15:00:00,1,9070.02,9070.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000388,2025-03-08 15:00:00,1,1008.15,1008.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.04,0.96,0,0
M000398,2025-03-08 15:00:00,2,4102.19,2051.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.87,0,0
M000021,2025-03-08 16:00:00,1,528.61,528.61,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.06,0.94,0,0
M000079,2025-03-08 16:00:00,1,838.68,838.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000129,2025-03-08 16:00:00,1,1854.59,1854.59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000167,2025-03-08 16:00:00,1,6701.57,6701.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.05,0.95,1,1
M000174,2025-03-08 16:00:00,1,2779.24,2779.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0
M000226,2025-03-08 16:00:00,1,1621.34,1621.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,0,0
M000237,2025-03-08 16:00:00,1,898.59,898.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000256,2025-03-08 16:00:00,1,317.67,317.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.94,1,0
M000325,2025-03-08 16:00:00,1,14706.11,14706.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000343,2025-03-08 16:00:00,1,1577.03,1577.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000358,2025-03-08 16:00:00,1,569.28,569.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,0
M000393,2025-03-08 16:00:00,1,805.02,805.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.07,0.93,1,0
M000007,2025-03-08 17:00:00,1,3143.63,3143.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000009,2025-03-08 17:00:00,2,14374.75,7187.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.82,1,0
M000028,2025-03-08 17:00:00,1,367.53,367.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,1,0
M000049,2025-03-08 17:00:00,1,327.81,327.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000106,2025-03-08 17:00:00,1,4952.5,4952.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0
M000109,2025-03-08 17:00:00,1,3246.56,3246.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,0.93,0,0
M000112,2025-03-08 17:00:00,1,1064.22,1064.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.02,0.98,0,0
M000118,2025-03-08 17:00:00,1,3980.46,3980.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000136,2025-03-08 17:00:00,1,986.82,986.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000173,2025-03-08 17:00:00,1,531.65,531.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000189,2025-03-08 17:00:00,1,241.04,241.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000203,2025-03-08 17:00:00,1,4618.85,4618.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000221,2025-03-08 17:00:00,1,12541.17,12541.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000226,2025-03-08 17:00:00,1,4335.81,4335.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.99,1,0
M000237,2025-03-08 17:00:00,1,711.02,711.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.97,0,0
M000287,2025-03-08 17:00:00,2,1734.76,867.38,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.08,1.85,1,0
M000327,2025-03-08 17:00:00,1,470.94,470.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000366,2025-03-08 17:00:00,1,2037.04,2037.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,0,0
M000006,2025-03-08 18:00:00,1,343.57,343.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.06,0.94,1,0
M000007,2025-03-08 18:00:00,2,5688.8,2844.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,1.82,1,0
M000008,2025-03-08 18:00:00,1,4438.3,4438.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000143,2025-03-08 18:00:00,1,1898.84,1898.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000196,2025-03-08 18:00:00,1,4772.64,4772.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.98,1,0
M000210,2025-03-08 18:00:00,1,1671.57,1671.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.06,0.94,1,0
M000222,2025-03-08 18:00:00,1,270.69,270.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000250,2025-03-08 18:00:00,1,10737.34,10737.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000259,2025-03-08 18:00:00,1,257.59,257.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000267,2025-03-08 18:00:00,1,4739.97,4739.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000272,2025-03-08 18:00:00,1,16781.59,16781.59,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.05,0.95,2,1
M000305,2025-03-08 18:00:00,1,12495.08,12495.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000317,2025-03-08 18:00:00,1,4443.45,4443.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000323,2025-03-08 18:00:00,1,3531.85,3531.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000380,2025-03-08 18:00:00,1,4497.95,4497.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000384,2025-03-08 18:00:00,1,3172.89,3172.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000004,2025-03-08 19:00:00,1,18559.52,18559.52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.09,0.92,1,0
M000008,2025-03-08 19:00:00,1,2739.32,2739.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,0,0
M000110,2025-03-08 19:00:00,1,3038.2,3038.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000137,2025-03-08 19:00:00,2,1285.93,642.96,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.08,1.85,1,0
M000142,2025-03-08 19:00:00,1,7149.65,7149.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000285,2025-03-08 19:00:00,1,372.11,372.11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,0
M000315,2025-03-08 19:00:00,1,11378.19,11378.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000397,2025-03-08 19:00:00,1,2577.27,2577.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,0.97,1,0
M000003,2025-03-08 20:00:00,1,2149.55,2149.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.95,0,0
M000107,2025-03-08 20:00:00,1,942.04,942.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0
M000126,2025-03-08 20:00:00,1,840.01,840.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000156,2025-03-08 20:00:00,1,7960.49,7960.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000174,2025-03-08 20:00:00,1,2286.21,2286.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000185,2025-03-08 20:00:00,1,5097.23,5097.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,1,0
M000231,2025-03-08 20:00:00,1,996.16,996.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,0,0
M000257,2025-03-08 20:00:00,1,1038.91,1038.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000360,2025-03-08 20:00:00,1,543.3,543.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,0.96,1,0
M000382,2025-03-08 20:00:00,1,19635.75,19635.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,0,0
M000002,2025-03-08 21:00:00,1,2432.67,2432.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.91,1,0
M000006,2025-03-08 21:00:00,1,316.98,316.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.06,0.94,0,0
M000047,2025-03-08 21:00:00,1,3653.02,3653.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0
M000198,2025-03-08 21:00:00,1,638.13,638.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000226,2025-03-08 21:00:00,1,2012.46,2012.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1,0
M000250,2025-03-08 21:00:00,1,9199.61,9199.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
M000271,2025-03-08 21:00:00,1,2162.79,2162.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000287,2025-03-08 21:00:00,1,1513.99,1513.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.09,0.92,1,0
M000288,2025-03-08 21:00:00,1,510.23,510.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.96,0,0
M000380,2025-03-08 21:00:00,1,2464.68,2464.68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,0.98,1,1
M000048,2025-03-08 22:00:00,1,716.68,716.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.97,1,0
M000064,2025-03-08 22:00:00,1,643.44,643.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000072,2025-03-08 22:00:00,1,1644.49,1644.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000094,2025-03-08 22:00:00,1,426.31,426.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1,0
M000126,2025-03-08 22:00:00,1,1212.31,1212.31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
M000130,2025-03-08 22:00:00,1,124.77,124.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
M000132,2025-03-08 22:00:00,1,6444.56,6444.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,0,0
M000193,2025-03-08 22:00:00,1,1451.54,1451.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
