evidence_id,dispute_id,transaction_id,evidence_type,applicability_status,available,required,relevant,quality_score,source_system,evidence_timestamp
EVD0002049,DSP000342,TXN0078075,customer_communication,UNAVAILABLE,0,1,1,0.0,support,2025-12-08
EVD0002050,DSP000342,TXN0078075,shipping_label,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-12-12
EVD0002051,DSP000342,TXN0078075,tracking_number,UNAVAILABLE,0,0,0,0.0,crm,2025-12-25
EVD0002052,DSP000342,TXN0078075,delivery_confirmation,APPLICABLE,1,1,1,0.8237,shipping,2025-12-26
EVD0002053,DSP000343,TXN0077872,order_confirmation,UNAVAILABLE,0,1,1,0.0,erp,2025-03-11
EVD0002054,DSP000343,TXN0077872,invoice,UNAVAILABLE,0,0,0,0.0,erp,2025-03-06
EVD0002055,DSP000343,TXN0077872,customer_communication,UNAVAILABLE,0,1,1,0.0,crm,2025-03-18
EVD0002056,DSP000343,TXN0077872,shipping_label,UNAVAILABLE,0,0,0,0.0,support,2025-03-24
EVD0002057,DSP000343,TXN0077872,tracking_number,UNAVAILABLE,0,0,0,0.0,crm,2025-03-06
EVD0002058,DSP000343,TXN0077872,delivery_confirmation,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-03-02
EVD0002059,DSP000344,TXN0078385,order_confirmation,APPLICABLE,1,1,1,0.7603,support,2025-12-20
EVD0002060,DSP000344,TXN0078385,invoice,APPLICABLE,1,1,1,0.9573,shipping,2025-11-28
EVD0002061,DSP000344,TXN0078385,customer_communication,UNAVAILABLE,0,0,0,0.0,shipping,2025-12-02
EVD0002062,DSP000344,TXN0078385,access_log,APPLICABLE,1,0,0,0.7453,support,2025-12-19
EVD0002063,DSP000344,TXN0078385,service_record,APPLICABLE,1,0,0,0.97,shipping,2025-12-04
EVD0002064,DSP000344,TXN0078385,cancellation_record,APPLICABLE,1,0,1,0.6889,shipping,2025-12-23
EVD0002065,DSP000345,TXN0078619,order_confirmation,UNAVAILABLE,0,1,1,0.0,crm,2025-11-09
EVD0002066,DSP000345,TXN0078619,invoice,APPLICABLE,1,1,1,0.8796,support,2025-11-20
EVD0002067,DSP000345,TXN0078619,customer_communication,APPLICABLE,1,0,1,0.6207,shipping,2025-11-17
EVD0002068,DSP000345,TXN0078619,access_log,UNAVAILABLE,0,0,0,0.0,crm,2025-11-08
EVD0002069,DSP000345,TXN0078619,service_record,APPLICABLE,1,0,0,0.9129,support,2025-11-21
EVD0002070,DSP000345,TXN0078619,cancellation_record,APPLICABLE,1,0,1,0.6634,erp,2025-11-11
EVD0002071,DSP000346,TXN0078915,order_confirmation,APPLICABLE,1,1,1,0.98,shipping,2025-03-28
EVD0002072,DSP000346,TXN0078915,invoice,APPLICABLE,1,0,0,0.7638,shipping,2025-03-25
EVD0002073,DSP000346,TXN0078915,customer_communication,APPLICABLE,1,0,0,0.7172,shipping,2025-03-15
EVD0002074,DSP000346,TXN0078915,shipping_label,APPLICABLE,1,1,1,0.8274,erp,2025-03-22
EVD0002075,DSP000346,TXN0078915,tracking_number,APPLICABLE,1,1,1,0.98,erp,2025-03-12
EVD0002076,DSP000346,TXN0078915,delivery_confirmation,APPLICABLE,1,1,1,0.7697,shipping,2025-04-07
EVD0002077,DSP000347,TXN0078816,order_confirmation,APPLICABLE,1,1,1,0.98,crm,2025-08-27
EVD0002078,DSP000347,TXN0078816,invoice,APPLICABLE,1,1,1,0.98,support,2025-08-26
EVD0002079,DSP000347,TXN0078816,customer_communication,UNAVAILABLE,0,1,1,0.0,crm,2025-08-19
EVD0002080,DSP000347,TXN0078816,shipping_label,APPLICABLE,1,0,1,0.98,erp,2025-08-17
EVD0002081,DSP000347,TXN0078816,tracking_number,APPLICABLE,1,0,1,0.98,payment_gateway,2025-08-08
EVD0002082,DSP000347,TXN0078816,delivery_confirmation,APPLICABLE,1,1,1,0.8911,crm,2025-08-13
EVD0002083,DSP000348,TXN0079355,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-06-23
EVD0002084,DSP000348,TXN0079355,invoice,APPLICABLE,1,0,0,0.9405,crm,2025-06-15
EVD0002085,DSP000348,TXN0079355,customer_communication,APPLICABLE,1,0,1,0.98,crm,2025-06-03
EVD0002086,DSP000348,TXN0079355,shipping_label,APPLICABLE,1,1,1,0.98,crm,2025-06-09
EVD0002087,DSP000348,TXN0079355,tracking_number,APPLICABLE,1,1,1,0.9704,payment_gateway,2025-06-27
EVD0002088,DSP000348,TXN0079355,delivery_confirmation,UNAVAILABLE,0,1,1,0.0,erp,2025-06-06
EVD0002089,DSP000349,TXN0079356,order_confirmation,APPLICABLE,1,1,1,0.8144,crm,2026-02-03
EVD0002090,DSP000349,TXN0079356,invoice,UNAVAILABLE,0,1,1,0.0,erp,2026-02-01
EVD0002091,DSP000349,TXN0079356,customer_communication,APPLICABLE,1,1,1,0.98,crm,2026-01-23
EVD0002092,DSP000349,TXN0079356,shipping_label,APPLICABLE,1,0,0,0.8123,shipping,2026-02-06
EVD0002093,DSP000349,TXN0079356,tracking_number,APPLICABLE,1,0,0,0.98,shipping,2026-02-05
EVD0002094,DSP000349,TXN0079356,delivery_confirmation,APPLICABLE,1,0,0,0.98,erp,2026-02-01
EVD0002095,DSP000350,TXN0079646,order_confirmation,APPLICABLE,1,1,1,0.8104,support,2025-09-12
EVD0002096,DSP000350,TXN0079646,invoice,APPLICABLE,1,0,1,0.7377,payment_gateway,2025-09-07
EVD0002097,DSP000350,TXN0079646,customer_communication,APPLICABLE,1,1,1,0.9517,payment_gateway,2025-08-25
EVD0002098,DSP000350,TXN0079646,shipping_label,APPLICABLE,1,0,1,0.9225,payment_gateway,2025-09-11
EVD0002099,DSP000350,TXN0079646,tracking_number,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-09-13
EVD0002100,DSP000350,TXN0079646,delivery_confirmation,APPLICABLE,1,1,1,0.98,erp,2025-09-13
EVD0002101,DSP000351,TXN0080083,order_confirmation,UNAVAILABLE,0,1,1,0.0,shipping,2025-11-22
EVD0002102,DSP000351,TXN0080083,invoice,APPLICABLE,1,0,0,0.98,crm,2025-11-12
EVD0002103,DSP000351,TXN0080083,customer_communication,APPLICABLE,1,1,1,0.8601,crm,2025-12-02
EVD0002104,DSP000351,TXN0080083,shipping_label,APPLICABLE,1,0,0,0.98,payment_gateway,2025-11-30
EVD0002105,DSP000351,TXN0080083,tracking_number,APPLICABLE,1,0,1,0.98,payment_gateway,2025-11-26
EVD0002106,DSP000351,TXN0080083,delivery_confirmation,APPLICABLE,1,1,1,0.98,shipping,2025-12-07
EVD0002107,DSP000352,TXN0080786,order_confirmation,APPLICABLE,1,1,1,0.98,payment_gateway,2025-02-25
EVD0002108,DSP000352,TXN0080786,invoice,APPLICABLE,1,1,1,0.98,crm,2025-03-01
EVD0002109,DSP000352,TXN0080786,customer_communication,APPLICABLE,1,1,1,0.98,erp,2025-03-04
EVD0002110,DSP000352,TXN0080786,access_log,APPLICABLE,1,1,1,0.9191,shipping,2025-02-28
EVD0002111,DSP000352,TXN0080786,service_record,APPLICABLE,1,0,1,0.98,support,2025-02-24
EVD0002112,DSP000352,TXN0080786,cancellation_record,APPLICABLE,1,1,1,0.98,erp,2025-02-27
EVD0002113,DSP000353,TXN0080698,order_confirmation,APPLICABLE,1,1,1,0.8219,payment_gateway,2025-03-09
EVD0002114,DSP000353,TXN0080698,invoice,APPLICABLE,1,1,1,0.9578,payment_gateway,2025-03-21
EVD0002115,DSP000353,TXN0080698,customer_communication,APPLICABLE,1,1,1,0.98,crm,2025-03-10
EVD0002116,DSP000353,TXN0080698,access_log,APPLICABLE,1,1,1,0.8304,erp,2025-03-09
EVD0002117,DSP000353,TXN0080698,service_record,APPLICABLE,1,0,1,0.98,payment_gateway,2025-03-12
EVD0002118,DSP000353,TXN0080698,cancellation_record,APPLICABLE,1,0,1,0.98,erp,2025-03-06
EVD0002119,DSP000354,TXN0080555,order_confirmation,APPLICABLE,1,1,1,0.98,payment_gateway,2025-06-24
EVD0002120,DSP000354,TXN0080555,invoice,APPLICABLE,1,0,1,0.98,crm,2025-06-19
EVD0002121,DSP000354,TXN0080555,customer_communication,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-06-19
EVD0002122,DSP000354,TXN0080555,access_log,APPLICABLE,1,1,1,0.98,payment_gateway,2025-07-09
EVD0002123,DSP000354,TXN0080555,service_record,APPLICABLE,1,1,1,0.98,crm,2025-07-08
EVD0002124,DSP000354,TXN0080555,cancellation_record,APPLICABLE,1,0,1,0.98,shipping,2025-06-13
EVD0002125,DSP000355,TXN0081267,order_confirmation,APPLICABLE,1,1,1,0.8684,payment_gateway,2025-10-08
EVD0002126,DSP000355,TXN0081267,invoice,UNAVAILABLE,0,0,0,0.0,shipping,2025-10-02
EVD0002127,DSP000355,TXN0081267,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-09-25
EVD0002128,DSP000355,TXN0081267,access_log,UNAVAILABLE,0,1,1,0.0,shipping,2025-10-19
EVD0002129,DSP000355,TXN0081267,service_record,UNAVAILABLE,0,1,1,0.0,support,2025-10-06
EVD0002130,DSP000355,TXN0081267,cancellation_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-10-08
EVD0002131,DSP000356,TXN0081167,order_confirmation,APPLICABLE,1,1,1,0.7272,payment_gateway,2025-07-29
EVD0002132,DSP000356,TXN0081167,invoice,APPLICABLE,1,0,0,0.7174,crm,2025-08-04
EVD0002133,DSP000356,TXN0081167,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-07-28
EVD0002134,DSP000356,TXN0081167,access_log,UNAVAILABLE,0,1,1,0.0,support,2025-07-25
EVD0002135,DSP000356,TXN0081167,service_record,UNAVAILABLE,0,1,1,0.0,shipping,2025-07-29
EVD0002136,DSP000356,TXN0081167,cancellation_record,APPLICABLE,1,0,0,0.6884,shipping,2025-07-13
EVD0002137,DSP000357,TXN0081899,order_confirmation,APPLICABLE,1,1,1,0.7368,payment_gateway,2025-04-20
EVD0002138,DSP000357,TXN0081899,invoice,APPLICABLE,1,1,1,0.98,payment_gateway,2025-04-22
EVD0002139,DSP000357,TXN0081899,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-04-29
EVD0002140,DSP000357,TXN0081899,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-04-25
EVD0002141,DSP000357,TXN0081899,service_record,APPLICABLE,1,0,1,0.7694,erp,2025-04-14
EVD0002142,DSP000357,TXN0081899,cancellation_record,UNAVAILABLE,0,1,1,0.0,erp,2025-04-13
EVD0002143,DSP000358,TXN0081511,order_confirmation,APPLICABLE,1,1,1,0.6533,shipping,2026-02-03
EVD0002144,DSP000358,TXN0081511,invoice,UNAVAILABLE,0,1,1,0.0,erp,2026-02-22
EVD0002145,DSP000358,TXN0081511,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2026-02-12
EVD0002146,DSP000358,TXN0081511,access_log,APPLICABLE,1,1,1,0.6855,erp,2026-02-13
EVD0002147,DSP000358,TXN0081511,service_record,APPLICABLE,1,0,0,0.925,support,2026-02-15
EVD0002148,DSP000358,TXN0081511,cancellation_record,APPLICABLE,1,1,1,0.8941,payment_gateway,2026-02-18
EVD0002149,DSP000359,TXN0081604,order_confirmation,APPLICABLE,1,1,1,0.8525,erp,2025-10-26
EVD0002150,DSP000359,TXN0081604,invoice,UNAVAILABLE,0,1,1,0.0,support,2025-10-27
EVD0002151,DSP000359,TXN0081604,customer_communication,APPLICABLE,1,1,1,0.98,erp,2025-10-25
EVD0002152,DSP000359,TXN0081604,access_log,APPLICABLE,1,1,1,0.98,erp,2025-10-23
EVD0002153,DSP000359,TXN0081604,service_record,APPLICABLE,1,0,0,0.8487,crm,2025-10-14
EVD0002154,DSP000359,TXN0081604,cancellation_record,APPLICABLE,1,0,0,0.8344,support,2025-10-22
EVD0002155,DSP000360,TXN0081701,order_confirmation,APPLICABLE,1,1,1,0.7109,shipping,2025-12-19
EVD0002156,DSP000360,TXN0081701,invoice,APPLICABLE,1,1,1,0.6971,support,2025-12-31
EVD0002157,DSP000360,TXN0081701,customer_communication,APPLICABLE,1,1,1,0.9618,crm,2025-12-31
EVD0002158,DSP000360,TXN0081701,access_log,APPLICABLE,1,1,1,0.9105,support,2025-12-20
EVD0002159,DSP000360,TXN0081701,service_record,APPLICABLE,1,0,1,0.98,payment_gateway,2025-12-29
EVD0002160,DSP000360,TXN0081701,cancellation_record,UNAVAILABLE,0,1,1,0.0,support,2025-12-08
EVD0002161,DSP000361,TXN0082379,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-09-16
EVD0002162,DSP000361,TXN0082379,invoice,APPLICABLE,1,1,1,0.98,crm,2025-08-28
EVD0002163,DSP000361,TXN0082379,customer_communication,APPLICABLE,1,1,1,0.6963,shipping,2025-08-29
EVD0002164,DSP000361,TXN0082379,access_log,APPLICABLE,1,1,1,0.98,payment_gateway,2025-09-21
EVD0002165,DSP000361,TXN0082379,service_record,APPLICABLE,1,0,1,0.6788,shipping,2025-09-08
EVD0002166,DSP000361,TXN0082379,cancellation_record,APPLICABLE,1,1,1,0.8708,payment_gateway,2025-08-28
EVD0002167,DSP000362,TXN0082368,order_confirmation,APPLICABLE,1,1,1,0.6781,shipping,2025-05-25
EVD0002168,DSP000362,TXN0082368,invoice,APPLICABLE,1,1,1,0.5916,shipping,2025-06-12
EVD0002169,DSP000362,TXN0082368,customer_communication,APPLICABLE,1,1,1,0.5985,crm,2025-06-05
EVD0002170,DSP000362,TXN0082368,access_log,APPLICABLE,1,0,0,0.8043,erp,2025-06-19
EVD0002171,DSP000362,TXN0082368,service_record,UNAVAILABLE,0,0,0,0.0,erp,2025-06-10
EVD0002172,DSP000362,TXN0082368,cancellation_record,APPLICABLE,1,1,1,0.7893,crm,2025-06-20
EVD0002173,DSP000363,TXN0082643,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-05-11
EVD0002174,DSP000363,TXN0082643,invoice,APPLICABLE,1,0,1,0.585,shipping,2025-05-24
EVD0002175,DSP000363,TXN0082643,customer_communication,UNAVAILABLE,0,1,1,0.0,support,2025-05-10
EVD0002176,DSP000363,TXN0082643,access_log,UNAVAILABLE,0,1,1,0.0,crm,2025-05-30
EVD0002177,DSP000363,TXN0082643,service_record,APPLICABLE,1,1,1,0.5584,erp,2025-06-04
EVD0002178,DSP000363,TXN0082643,cancellation_record,APPLICABLE,1,0,0,0.5521,crm,2025-05-28
EVD0002179,DSP000364,TXN0082992,order_confirmation,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-03-14
EVD0002180,DSP000364,TXN0082992,invoice,UNAVAILABLE,0,1,1,0.0,shipping,2025-03-15
EVD0002181,DSP000364,TXN0082992,customer_communication,APPLICABLE,1,1,1,0.8051,support,2025-03-16
EVD0002182,DSP000364,TXN0082992,access_log,APPLICABLE,1,1,1,0.8249,crm,2025-03-24
EVD0002183,DSP000364,TXN0082992,service_record,APPLICABLE,1,0,1,0.8465,erp,2025-03-03
EVD0002184,DSP000364,TXN0082992,cancellation_record,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-03-09
EVD0002185,DSP000365,TXN0082757,order_confirmation,APPLICABLE,1,1,1,0.6221,shipping,2025-06-27
EVD0002186,DSP000365,TXN0082757,invoice,UNAVAILABLE,0,1,1,0.0,crm,2025-07-15
EVD0002187,DSP000365,TXN0082757,customer_communication,UNAVAILABLE,0,1,1,0.0,erp,2025-06-25
EVD0002188,DSP000365,TXN0082757,access_log,APPLICABLE,1,1,1,0.7902,crm,2025-06-28
EVD0002189,DSP000365,TXN0082757,service_record,UNAVAILABLE,0,0,0,0.0,erp,2025-06-29
EVD0002190,DSP000365,TXN0082757,cancellation_record,APPLICABLE,1,1,1,0.8658,erp,2025-06-24
EVD0002191,DSP000366,TXN0083364,order_confirmation,APPLICABLE,1,1,1,0.912,erp,2025-05-04
EVD0002192,DSP000366,TXN0083364,invoice,APPLICABLE,1,1,1,0.8554,support,2025-04-16
EVD0002193,DSP000366,TXN0083364,customer_communication,APPLICABLE,1,1,1,0.98,erp,2025-04-24
EVD0002194,DSP000366,TXN0083364,access_log,APPLICABLE,1,1,1,0.98,payment_gateway,2025-04-20
EVD0002195,DSP000366,TXN0083364,service_record,APPLICABLE,1,0,0,0.9161,support,2025-04-17
EVD0002196,DSP000366,TXN0083364,cancellation_record,APPLICABLE,1,1,1,0.8603,payment_gateway,2025-04-12
EVD0002197,DSP000367,TXN0083564,order_confirmation,APPLICABLE,1,1,1,0.98,payment_gateway,2025-08-24
EVD0002198,DSP000367,TXN0083564,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-09-07
EVD0002199,DSP000367,TXN0083564,customer_communication,APPLICABLE,1,1,1,0.98,crm,2025-08-28
EVD0002200,DSP000367,TXN0083564,access_log,APPLICABLE,1,0,0,0.98,payment_gateway,2025-09-12
EVD0002201,DSP000367,TXN0083564,service_record,APPLICABLE,1,0,0,0.98,crm,2025-08-31
EVD0002202,DSP000367,TXN0083564,cancellation_record,APPLICABLE,1,1,1,0.8932,payment_gateway,2025-08-25
EVD0002203,DSP000368,TXN0083409,order_confirmation,APPLICABLE,1,1,1,0.834,payment_gateway,2025-04-28
EVD0002204,DSP000368,TXN0083409,invoice,APPLICABLE,1,1,1,0.98,erp,2025-04-29
EVD0002205,DSP000368,TXN0083409,customer_communication,APPLICABLE,1,1,1,0.98,erp,2025-05-05
EVD0002206,DSP000368,TXN0083409,access_log,APPLICABLE,1,1,1,0.98,shipping,2025-05-16
EVD0002207,DSP000368,TXN0083409,service_record,APPLICABLE,1,0,0,0.98,shipping,2025-05-03
EVD0002208,DSP000368,TXN0083409,cancellation_record,APPLICABLE,1,0,0,0.98,erp,2025-05-08
EVD0002209,DSP000369,TXN0083539,order_confirmation,UNAVAILABLE,0,1,1,0.0,shipping,2025-04-07
EVD0002210,DSP000369,TXN0083539,invoice,APPLICABLE,1,1,1,0.98,erp,2025-04-08
EVD0002211,DSP000369,TXN0083539,customer_communication,APPLICABLE,1,1,1,0.98,payment_gateway,2025-04-25
EVD0002212,DSP000369,TXN0083539,access_log,APPLICABLE,1,0,1,0.7931,erp,2025-04-10
EVD0002213,DSP000369,TXN0083539,service_record,APPLICABLE,1,0,1,0.98,erp,2025-04-18
EVD0002214,DSP000369,TXN0083539,cancellation_record,APPLICABLE,1,1,1,0.98,erp,2025-04-22
EVD0002215,DSP000370,TXN0083947,order_confirmation,APPLICABLE,1,1,1,0.6565,support,2026-01-30
EVD0002216,DSP000370,TXN0083947,invoice,UNAVAILABLE,0,1,1,0.0,crm,2026-01-07
EVD0002217,DSP000370,TXN0083947,customer_communication,UNAVAILABLE,0,1,1,0.0,support,2026-01-27
EVD0002218,DSP000370,TXN0083947,access_log,UNAVAILABLE,0,1,1,0.0,erp,2026-01-23
EVD0002219,DSP000370,TXN0083947,service_record,UNAVAILABLE,0,0,0,0.0,crm,2026-01-21
EVD0002220,DSP000370,TXN0083947,cancellation_record,UNAVAILABLE,0,1,1,0.0,support,2026-01-22
EVD0002221,DSP000371,TXN0083780,order_confirmation,APPLICABLE,1,1,1,0.7287,payment_gateway,2025-02-01
EVD0002222,DSP000371,TXN0083780,invoice,UNAVAILABLE,0,1,1,0.0,erp,2025-01-28
EVD0002223,DSP000371,TXN0083780,customer_communication,UNAVAILABLE,0,1,1,0.0,crm,2025-02-08
EVD0002224,DSP000371,TXN0083780,access_log,UNAVAILABLE,0,1,1,0.0,shipping,2025-01-23
EVD0002225,DSP000371,TXN0083780,service_record,APPLICABLE,1,0,0,0.6284,shipping,2025-02-02
EVD0002226,DSP000371,TXN0083780,cancellation_record,UNAVAILABLE,0,1,1,0.0,crm,2025-02-05
EVD0002227,DSP000372,TXN0083917,order_confirmation,UNAVAILABLE,0,1,1,0.0,shipping,2025-02-22
EVD0002228,DSP000372,TXN0083917,invoice,APPLICABLE,1,1,1,0.6509,shipping,2025-02-14
EVD0002229,DSP000372,TXN0083917,customer_communication,UNAVAILABLE,0,1,1,0.0,crm,2025-02-12
EVD0002230,DSP000372,TXN0083917,access_log,UNAVAILABLE,0,1,1,0.0,shipping,2025-02-19
EVD0002231,DSP000372,TXN0083917,service_record,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-02-12
EVD0002232,DSP000372,TXN0083917,cancellation_record,APPLICABLE,1,0,0,0.8063,payment_gateway,2025-02-10
EVD0002233,DSP000373,TXN0084557,order_confirmation,APPLICABLE,1,1,1,0.7115,erp,2025-10-16
EVD0002234,DSP000373,TXN0084557,invoice,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-10-10
EVD0002235,DSP000373,TXN0084557,customer_communication,APPLICABLE,1,1,1,0.6707,erp,2025-09-21
EVD0002236,DSP000373,TXN0084557,access_log,APPLICABLE,1,1,1,0.6774,erp,2025-10-14
EVD0002237,DSP000373,TXN0084557,service_record,APPLICABLE,1,1,1,0.9016,support,2025-10-03
EVD0002238,DSP000373,TXN0084557,cancellation_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-09-29
EVD0002239,DSP000374,TXN0084392,order_confirmation,APPLICABLE,1,1,1,0.8384,crm,2025-03-25
EVD0002240,DSP000374,TXN0084392,invoice,UNAVAILABLE,0,0,0,0.0,erp,2025-03-31
EVD0002241,DSP000374,TXN0084392,customer_communication,APPLICABLE,1,1,1,0.9635,support,2025-04-11
EVD0002242,DSP000374,TXN0084392,access_log,UNAVAILABLE,0,1,1,0.0,shipping,2025-04-11
EVD0002243,DSP000374,TXN0084392,service_record,APPLICABLE,1,1,1,0.8703,shipping,2025-03-25
EVD0002244,DSP000374,TXN0084392,cancellation_record,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-04-03
EVD0002245,DSP000375,TXN0084516,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-08-06
EVD0002246,DSP000375,TXN0084516,invoice,APPLICABLE,1,1,1,0.6608,crm,2025-07-16
EVD0002247,DSP000375,TXN0084516,customer_communication,UNAVAILABLE,0,0,0,0.0,crm,2025-07-08
EVD0002248,DSP000375,TXN0084516,access_log,APPLICABLE,1,0,1,0.682,payment_gateway,2025-07-25
EVD0002249,DSP000375,TXN0084516,service_record,UNAVAILABLE,0,0,0,0.0,support,2025-07-24
EVD0002250,DSP000375,TXN0084516,cancellation_record,APPLICABLE,1,0,1,0.8304,erp,2025-07-31
EVD0002251,DSP000376,TXN0084939,order_confirmation,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-09-12
EVD0002252,DSP000376,TXN0084939,invoice,UNAVAILABLE,0,1,1,0.0,support,2025-09-24
EVD0002253,DSP000376,TXN0084939,customer_communication,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-09-25
EVD0002254,DSP000376,TXN0084939,access_log,UNAVAILABLE,0,1,1,0.0,erp,2025-09-05
EVD0002255,DSP000376,TXN0084939,service_record,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-09-28
EVD0002256,DSP000376,TXN0084939,cancellation_record,APPLICABLE,1,1,1,0.5902,erp,2025-09-01
EVD0002257,DSP000377,TXN0084805,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-04-02
EVD0002258,DSP000377,TXN0084805,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-04-02
EVD0002259,DSP000377,TXN0084805,customer_communication,APPLICABLE,1,1,1,0.8447,support,2025-04-02
EVD0002260,DSP000377,TXN0084805,access_log,APPLICABLE,1,1,1,0.7276,payment_gateway,2025-03-26
EVD0002261,DSP000377,TXN0084805,service_record,APPLICABLE,1,0,0,0.5828,erp,2025-04-07
EVD0002262,DSP000377,TXN0084805,cancellation_record,APPLICABLE,1,1,1,0.8837,payment_gateway,2025-03-18
EVD0002263,DSP000378,TXN0085197,order_confirmation,APPLICABLE,1,1,1,0.7718,erp,2025-04-16
EVD0002264,DSP000378,TXN0085197,invoice,APPLICABLE,1,1,1,0.6278,erp,2025-04-13
EVD0002265,DSP000378,TXN0085197,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-03-29
EVD0002266,DSP000378,TXN0085197,access_log,APPLICABLE,1,1,1,0.5972,payment_gateway,2025-04-22
EVD0002267,DSP000378,TXN0085197,service_record,UNAVAILABLE,0,0,0,0.0,payment_gateway,2025-03-26
EVD0002268,DSP000378,TXN0085197,cancellation_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-03-27
EVD0002269,DSP000379,TXN0085709,order_confirmation,UNAVAILABLE,0,1,1,0.0,support,2025-10-20
EVD0002270,DSP000379,TXN0085709,invoice,APPLICABLE,1,1,1,0.9186,payment_gateway,2025-10-31
EVD0002271,DSP000379,TXN0085709,customer_communication,APPLICABLE,1,1,1,0.98,payment_gateway,2025-10-31
EVD0002272,DSP000379,TXN0085709,access_log,UNAVAILABLE,0,1,1,0.0,support,2025-11-02
EVD0002273,DSP000379,TXN0085709,service_record,APPLICABLE,1,0,1,0.9386,crm,2025-10-26
EVD0002274,DSP000379,TXN0085709,cancellation_record,APPLICABLE,1,1,1,0.7128,support,2025-11-01
EVD0002275,DSP000380,TXN0085418,order_confirmation,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-08-01
EVD0002276,DSP000380,TXN0085418,invoice,APPLICABLE,1,1,1,0.9396,shipping,2025-08-14
EVD0002277,DSP000380,TXN0085418,customer_communication,APPLICABLE,1,1,1,0.98,payment_gateway,2025-08-01
EVD0002278,DSP000380,TXN0085418,access_log,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-08-06
EVD0002279,DSP000380,TXN0085418,service_record,APPLICABLE,1,0,0,0.8936,crm,2025-08-20
EVD0002280,DSP000380,TXN0085418,cancellation_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-08-24
EVD0002281,DSP000381,TXN0085665,order_confirmation,APPLICABLE,1,1,1,0.6896,support,2025-03-17
EVD0002282,DSP000381,TXN0085665,invoice,UNAVAILABLE,0,1,1,0.0,payment_gateway,2025-03-22
EVD0002283,DSP000381,TXN0085665,customer_communication,APPLICABLE,1,1,1,0.7946,shipping,2025-03-10
EVD0002284,DSP000381,TXN0085665,access_log,APPLICABLE,1,1,1,0.98,support,2025-03-09
EVD0002285,DSP000381,TXN0085665,service_record,APPLICABLE,1,0,0,0.98,crm,2025-03-24
EVD0002286,DSP000381,TXN0085665,cancellation_record,UNAVAILABLE,0,0,0,0.0,shipping,2025-03-23
EVD0002287,DSP000382,TXN0085642,order_confirmation,UNAVAILABLE,0,1,1,0.0,erp,2025-10-13
EVD0002288,DSP000382,TXN0085642,invoice,APPLICABLE,1,1,1,0.98,erp,2025-09-28
EVD0002289,DSP000382,TXN0085642,customer_communication,UNAVAILABLE,0,1,1,0.0,shipping,2025-10-24
EVD0002290,DSP000382,TXN0085642,access_log,APPLICABLE,1,1,1,0.9251,payment_gateway,2025-10-08
EVD0002291,DSP000382,TXN0085642,service_record,APPLICABLE,1,0,1,0.9035,erp,2025-10-22
EVD0002292,DSP000382,TXN0085642,cancellation_record,APPLICABLE,1,1,1,0.98,shipping,2025-10-02
EVD0002293,DSP000383,TXN0085927,order_confirmation,UNAVAILABLE,0,1,1,0.0,erp,2025-06-19
EVD0002294,DSP000383,TXN0085927,invoice,APPLICABLE,1,1,1,0.7202,support,2025-06-02
EVD0002295,DSP000383,TXN0085927,customer_communication,APPLICABLE,1,1,1,0.98,crm,2025-06-20
EVD0002296,DSP000383,TXN0085927,access_log,APPLICABLE,1,1,1,0.98,payment_gateway,2025-06-13
EVD0002297,DSP000383,TXN0085927,service_record,APPLICABLE,1,0,0,0.6579,crm,2025-06-11
EVD0002298,DSP000383,TXN0085927,cancellation_record,UNAVAILABLE,0,1,1,0.0,crm,2025-06-29
