merchant_id,merchant_name,archetype,industry,city,business_size,fulfillment_type,subscription_supported,documentation_maturity,price_points,merchant_age_months,refund_policy_documented,fulfillment_tracking_available,annual_transactions
M000216,Merchant_216,fitness_membership,fitness_membership,Mumbai,medium,membership_service,1,0.5185427285509913,"[999, 1499, 2499, 8999]",119,0,0,2669
M000217,Merchant_217,saas_tools,saas_tools,Delhi,medium,digital_service,1,0.9299237237845734,"[2999, 4999, 9999]",40,0,0,2670
M000218,Merchant_218,fitness_membership,fitness_membership,Hyderabad,medium,membership_service,1,0.5977021425373258,"[2499, 14999, 24999]",73,0,0,2669
M000219,Merchant_219,saas_tools,saas_tools,Chennai,medium,digital_service,1,0.8638601975855621,"[1499, 2999, 49999]",56,1,0,2670
M000220,Merchant_220,travel_booking,travel_booking,Mumbai,medium,booking_service,0,0.6534979846293516,[],21,0,0,2671
M000221,Merchant_221,fitness_membership,fitness_membership,Hyderabad,medium,membership_service,1,0.4539532890685384,"[1499, 5999, 14999, 24999]",34,0,0,2669
M000222,Merchant_222,d2c_brand,d2c_brand,Mumbai,medium,physical_delivery,0,0.7550305051203428,[],94,1,1,2669
M000223,Merchant_223,d2c_brand,d2c_brand,Pune,medium,physical_delivery,0,0.8349473094698556,[],110,1,1,2669
M000224,Merchant_224,travel_booking,travel_booking,Chennai,medium,booking_service,0,0.6602782202486864,[],94,1,0,2669
M000225,Merchant_225,travel_booking,travel_booking,Bangalore,medium,booking_service,0,0.5710213862054762,[],77,1,0,2669
M000226,Merchant_226,fitness_membership,fitness_membership,Pune,medium,membership_service,1,0.5299352270327274,"[999, 2499, 3999, 5999]",116,1,0,2669
M000227,Merchant_227,fitness_membership,fitness_membership,Chennai,medium,membership_service,1,0.6371874998871452,"[1499, 2499, 5999, 14999]",78,1,0,2669
M000228,Merchant_228,travel_booking,travel_booking,Delhi,medium,booking_service,0,0.7025343670511073,[],115,0,0,2669
M000229,Merchant_229,travel_booking,travel_booking,Mumbai,medium,booking_service,0,0.7156408861529122,[],91,0,0,2669
M000230,Merchant_230,subscription_edtech,subscription_edtech,Bangalore,medium,digital_service,1,0.6761215261884613,"[999, 1499, 2999, 4999]",41,1,0,2669
M000231,Merchant_231,subscription_edtech,subscription_edtech,Chennai,medium,digital_service,1,0.6619964776450087,"[999, 4999, 14999]",25,1,0,2671
M000232,Merchant_232,d2c_brand,d2c_brand,Bangalore,medium,physical_delivery,0,0.8595021671361506,[],21,1,1,2670
M000233,Merchant_233,travel_booking,travel_booking,Kolkata,medium,booking_service,0,0.6748671802366102,[],19,1,0,2670
M000234,Merchant_234,saas_tools,saas_tools,Pune,medium,digital_service,1,0.818518164646182,"[399, 2999, 4999, 19999]",39,1,0,2669
M000235,Merchant_235,travel_booking,travel_booking,Kolkata,medium,booking_service,0,0.5475995034695811,[],96,1,0,2669
M000236,Merchant_236,saas_tools,saas_tools,Bangalore,medium,digital_service,1,0.9126906514458173,"[399, 1499, 4999, 19999]",64,1,0,2670
M000237,Merchant_237,saas_tools,saas_tools,Mumbai,medium,digital_service,1,0.9172325831230301,"[399, 2999, 19999, 49999]",16,1,0,2669
M000238,Merchant_238,d2c_brand,d2c_brand,Pune,medium,physical_delivery,0,0.7636652775258042,[],40,1,1,2669
M000239,Merchant_239,saas_tools,saas_tools,Kolkata,medium,digital_service,1,0.7902838309113859,"[1499, 4999, 9999]",101,0,0,2669
M000240,Merchant_240,travel_booking,travel_booking,Bangalore,medium,booking_service,0,0.5843091364481799,[],33,0,0,2669
M000241,Merchant_241,fitness_membership,fitness_membership,Pune,medium,membership_service,1,0.5482514892782733,"[1499, 8999, 24999]",17,1,0,2671
M000242,Merchant_242,subscription_edtech,subscription_edtech,Hyderabad,medium,digital_service,1,0.5935036960374831,"[499, 999, 1499, 24999]",17,0,0,2670
M000243,Merchant_243,d2c_brand,d2c_brand,Bangalore,medium,physical_delivery,0,0.8646254634832373,[],25,1,1,2669
M000244,Merchant_244,d2c_brand,d2c_brand,Pune,medium,physical_delivery,0,0.8646249219900191,[],69,1,1,2670
M000245,Merchant_245,saas_tools,saas_tools,Bangalore,medium,digital_service,1,0.7985512154848989,"[1499, 2999, 9999]",92,1,0,2669
M000246,Merchant_246,saas_tools,saas_tools,Hyderabad,medium,digital_service,1,0.8729359275714659,"[799, 1499, 19999, 49999]",116,1,0,2669
M000247,Merchant_247,d2c_brand,d2c_brand,Delhi,medium,physical_delivery,0,0.735258273004426,[],26,0,1,2670
M000248,Merchant_248,d2c_brand,d2c_brand,Bangalore,medium,physical_delivery,0,0.8980776914720965,[],104,1,1,2670
M000249,Merchant_249,d2c_brand,d2c_brand,Pune,medium,physical_delivery,0,0.7897459014402501,[],51,0,1,2669
M000250,Merchant_250,travel_booking,travel_booking,Pune,medium,booking_service,0,0.6945717917548357,[],58,1,0,2669
M000251,Merchant_251,d2c_brand,d2c_brand,Pune,medium,physical_delivery,0,0.8312147758190127,[],39,1,1,2669
M000252,Merchant_252,d2c_brand,d2c_brand,Chennai,medium,physical_delivery,0,0.8101817536980807,[],50,1,1,2670
M000253,Merchant_253,travel_booking,travel_booking,Chennai,medium,booking_service,0,0.5253155529994583,[],11,0,0,2669
M000254,Merchant_254,subscription_edtech,subscription_edtech,Hyderabad,medium,digital_service,1,0.6320369310685984,"[999, 1499, 24999]",46,1,0,2669
M000255,Merchant_255,saas_tools,saas_tools,Kolkata,medium,digital_service,1,0.8341393522990214,"[799, 1499, 2999]",83,1,0,2669
M000256,Merchant_256,subscription_edtech,subscription_edtech,Delhi,medium,digital_service,1,0.6224554277681487,"[2999, 14999, 24999]",102,1,0,2670
M000257,Merchant_257,travel_booking,travel_booking,Hyderabad,medium,booking_service,0,0.6152183513357321,[],113,1,0,2669
M000258,Merchant_258,subscription_edtech,subscription_edtech,Delhi,medium,digital_service,1,0.6971542650309446,"[999, 1499, 24999]",108,1,0,2669
M000259,Merchant_259,d2c_brand,d2c_brand,Chennai,medium,physical_delivery,0,0.7845468068544125,[],26,1,1,2669
M000260,Merchant_260,fitness_membership,fitness_membership,Delhi,medium,membership_service,1,0.5140794407194617,"[999, 1499, 2499, 14999]",112,1,0,2672
M000261,Merchant_261,fitness_membership,fitness_membership,Mumbai,medium,membership_service,1,0.6276730906125682,"[999, 5999, 8999]",19,1,0,2670
M000262,Merchant_262,saas_tools,saas_tools,Chennai,medium,digital_service,1,0.9504764635860533,"[399, 9999, 19999]",22,1,0,2669
M000263,Merchant_263,travel_booking,travel_booking,Mumbai,medium,booking_service,0,0.6002529928372227,[],43,0,0,2670
M000264,Merchant_264,d2c_brand,d2c_brand,Kolkata,medium,physical_delivery,0,0.8612381930889451,[],112,0,1,2669
M000265,Merchant_265,d2c_brand,d2c_brand,Chennai,medium,physical_delivery,0,0.7997279093752631,[],62,0,1,2669
M000266,Merchant_266,travel_booking,travel_booking,Bangalore,medium,booking_service,0,0.5995050049109986,[],97,1,0,2669
M000267,Merchant_267,saas_tools,saas_tools,Mumbai,medium,digital_service,1,0.844217125282371,"[399, 799, 19999]",73,1,0,2669
M000268,Merchant_268,fitness_membership,fitness_membership,Pune,medium,membership_service,1,0.536303800737471,"[3999, 5999, 14999]",90,1,0,2669
M000269,Merchant_269,subscription_edtech,subscription_edtech,Bangalore,medium,digital_service,1,0.670209300037051,"[1499, 2999, 9999, 24999]",42,1,0,2669
M000270,Merchant_270,d2c_brand,d2c_brand,Bangalore,medium,physical_delivery,0,0.7189279536498778,[],41,0,1,2669
M000271,Merchant_271,d2c_brand,d2c_brand,Pune,medium,physical_delivery,0,0.7778193423044161,[],30,1,1,2670
M000272,Merchant_272,fitness_membership,fitness_membership,Kolkata,medium,membership_service,1,0.5014844724690743,"[2499, 5999, 14999, 24999]",120,0,0,2670
M000273,Merchant_273,d2c_brand,d2c_brand,Mumbai,medium,physical_delivery,0,0.7784969468529888,[],112,1,1,2669
M000274,Merchant_274,travel_booking,travel_booking,Mumbai,medium,booking_service,0,0.5277083998646871,[],113,0,0,2669
M000275,Merchant_275,fitness_membership,fitness_membership,Delhi,medium,membership_service,1,0.45530648744121494,"[1499, 5999, 14999]",59,1,0,2670
M000276,Merchant_276,saas_tools,saas_tools,Delhi,medium,digital_service,1,0.846143213349221,"[1499, 4999, 9999, 19999]",83,1,0,2669
M000277,Merchant_277,marketplace_retailer,marketplace_retailer,Delhi,large,physical_delivery,0,0.9193180957692564,[],67,0,1,8029
M000278,Merchant_278,marketplace_retailer,marketplace_retailer,Pune,large,physical_delivery,0,0.97,[],103,1,1,8031
M000279,Merchant_279,marketplace_retailer,marketplace_retailer,Kolkata,large,physical_delivery,0,0.97,[],49,1,1,8029
M000280,Merchant_280,d2c_brand,d2c_brand,Hyderabad,large,physical_delivery,0,0.7963527102724344,[],34,0,1,8030
M000281,Merchant_281,d2c_brand,d2c_brand,Pune,large,physical_delivery,0,0.8214422860988144,[],54,1,1,8030
M000282,Merchant_282,marketplace_retailer,marketplace_retailer,Bangalore,large,physical_delivery,0,0.8436798166357338,[],107,1,1,8032
M000283,Merchant_283,travel_booking,travel_booking,Kolkata,large,booking_service,0,0.5768794269146817,[],40,0,0,8029
M000284,Merchant_284,marketplace_retailer,marketplace_retailer,Mumbai,large,physical_delivery,0,0.9240914887534456,[],64,1,1,8030
M000285,Merchant_285,d2c_brand,d2c_brand,Kolkata,large,physical_delivery,0,0.732678340029891,[],82,1,1,8030
M000286,Merchant_286,travel_booking,travel_booking,Kolkata,large,booking_service,0,0.5280190019745552,[],72,1,0,8030
M000287,Merchant_287,d2c_brand,d2c_brand,Chennai,large,physical_delivery,0,0.7428652805709973,[],22,1,1,8029
M000288,Merchant_288,d2c_brand,d2c_brand,Bangalore,large,physical_delivery,0,0.7193620298609943,[],64,1,1,8029
M000289,Merchant_289,travel_booking,travel_booking,Bangalore,large,booking_service,0,0.6817939205013498,[],118,1,0,8029
M000290,Merchant_290,d2c_brand,d2c_brand,Kolkata,large,physical_delivery,0,0.8742818173482428,[],107,1,1,8030
M000291,Merchant_291,d2c_brand,d2c_brand,Bangalore,large,physical_delivery,0,0.7862152715275877,[],10,1,1,8029
M000292,Merchant_292,d2c_brand,d2c_brand,Pune,large,physical_delivery,0,0.8917415051943869,[],81,1,1,8030
M000293,Merchant_293,marketplace_retailer,marketplace_retailer,Chennai,large,physical_delivery,0,0.8803529733393862,[],109,1,1,8031
M000294,Merchant_294,marketplace_retailer,marketplace_retailer,Pune,large,physical_delivery,0,0.97,[],110,1,1,8030
M000295,Merchant_295,marketplace_retailer,marketplace_retailer,Pune,large,physical_delivery,0,0.97,[],23,1,1,8029
M000296,Merchant_296,marketplace_retailer,marketplace_retailer,Pune,large,physical_delivery,0,0.9334896227098647,[],87,1,1,8029
M000297,Merchant_297,d2c_brand,d2c_brand,Delhi,large,physical_delivery,0,0.7126234341407742,[],117,1,1,8029
M000298,Merchant_298,travel_booking,travel_booking,Delhi,large,booking_service,0,0.5772094603680791,[],28,1,0,8029
M000299,Merchant_299,travel_booking,travel_booking,Mumbai,large,booking_service,0,0.6934606081002362,[],87,0,0,8030
M000300,Merchant_300,marketplace_retailer,marketplace_retailer,Pune,large,physical_delivery,0,0.97,[],47,1,1,8029
