dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date
DSP000401,TXN0089191,M000195,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-02-23,21999,586,174,2025-03-12,17,contested,lost,2025-03-10
DSP000402,TXN0088331,M000195,CUS0031407,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-22,2195,709,156,2025-03-31,9,contested,won,2025-04-10
DSP000403,TXN0088021,M000195,,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-06,8299,0,0,2025-10-20,14,accepted,accepted_refunded,
DSP000404,TXN0087478,M000195,CUS0031427,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-21,17799,0,0,2026-01-31,10,accepted,accepted_refunded,
DSP000405,TXN0086907,M000195,CUS0031623,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-24,11599,0,0,2025-10-15,21,accepted,accepted_refunded,
DSP000406,TXN0087863,M000195,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-10-10,10695,0,0,2025-10-17,7,accepted,accepted_refunded,
DSP000407,TXN0087598,M000195,CUS0031805,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-14,5999,638,168,2025-09-30,16,contested,lost,2025-10-28
DSP000408,TXN0087235,M000195,CUS0031922,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-23,4799,0,0,2025-12-12,19,accepted,accepted_refunded,
DSP000409,TXN0088496,M000195,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-01-31,20495,621,176,2025-02-09,9,contested,lost,2025-03-01
DSP000410,TXN0087283,M000195,CUS0031832,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-29,33995,450,262,2025-10-16,17,contested,lost,2025-10-21
DSP000411,TXN0087936,M000195,CUS0031271,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-16,9395,467,262,2025-04-23,7,contested,lost,2025-05-14
DSP000412,TXN0087600,M000195,CUS0031442,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-25,16199,0,0,2025-10-02,7,accepted,accepted_refunded,
DSP000413,TXN0086891,M000195,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-03,4445,605,243,2025-08-12,9,contested,lost,2025-08-31
DSP000414,TXN0091236,M000196,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-18,999,411,256,2025-03-02,12,contested,lost,2025-03-28
DSP000415,TXN0089918,M000196,CUS0032841,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-28,2999,721,299,2025-04-11,14,contested,won,2025-04-27
DSP000416,TXN0089754,M000196,CUS0031957,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-01,999,599,193,2025-09-12,11,contested,lost,2025-10-10
DSP000417,TXN0089604,M000196,CUS0032035,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-15,999,450,150,2025-03-29,14,contested,won,2025-04-11
DSP000418,TXN0091622,M000196,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-21,999,0,0,2025-10-09,18,accepted,accepted_refunded,
DSP000419,TXN0091195,M000196,CUS0032748,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-07,999,0,0,2025-04-17,10,accepted,accepted_refunded,
DSP000420,TXN0089870,M000196,CUS0032100,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-25,9999,476,213,2025-12-13,18,contested,won,2026-01-04
DSP000421,TXN0090045,M000196,,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-24,999,666,254,2025-12-14,20,contested,won,2025-12-21
DSP000422,TXN0091921,M000196,CUS0032113,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-07,999,627,244,2025-06-15,8,contested,lost,2025-07-03
DSP000423,TXN0090162,M000196,CUS0032859,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-09,2999,711,180,2025-08-29,20,contested,lost,2025-09-10
DSP000424,TXN0092161,M000196,CUS0032677,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-18,999,527,257,2025-04-27,9,contested,lost,2025-05-25
DSP000425,TXN0091384,M000196,CUS0032866,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-10,2999,513,256,2025-05-27,17,contested,lost,2025-05-28
DSP000426,TXN0091551,M000196,CUS0032707,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2026-02-08,999,448,173,2026-02-16,8,contested,lost,2026-03-12
DSP000427,TXN0093273,M000197,CUS0033311,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-01-22,9999,728,297,2025-01-31,9,contested,won,2025-03-03
DSP000428,TXN0093568,M000197,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-05,9999,535,248,2025-09-17,12,contested,won,2025-10-09
DSP000429,TXN0092398,M000197,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-10,999,642,242,2025-09-18,8,contested,lost,2025-09-24
DSP000430,TXN0093086,M000197,CUS0033845,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-18,24999,646,270,2026-02-06,19,contested,lost,2026-03-04
DSP000431,TXN0093378,M000197,CUS0033343,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-25,999,659,259,2025-12-04,9,contested,lost,2025-12-12
DSP000432,TXN0094015,M000197,CUS0033038,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-10,999,433,207,2025-08-17,7,contested,lost,2025-09-18
DSP000433,TXN0092455,M000197,CUS0033585,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-23,999,637,257,2026-01-07,15,contested,lost,2026-01-30
DSP000434,TXN0093942,M000197,CUS0032981,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-24,24999,427,280,2026-01-14,21,contested,lost,2026-02-04
DSP000435,TXN0092823,M000197,CUS0033327,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2026-02-11,999,0,0,2026-02-26,15,accepted,accepted_refunded,
DSP000436,TXN0092412,M000197,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-18,24999,649,239,2025-06-29,11,contested,lost,2025-07-10
DSP000437,TXN0092414,M000197,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-08,999,533,290,2025-06-21,13,contested,lost,2025-07-06
DSP000438,TXN0092294,M000197,CUS0033507,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-30,24999,0,0,2026-01-19,20,accepted,accepted_refunded,
DSP000439,TXN0092659,M000197,CUS0033090,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-04,999,0,0,2025-05-21,17,accepted,accepted_refunded,
DSP000440,TXN0095220,M000198,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-24,1549,0,0,2025-03-05,9,accepted,accepted_refunded,
DSP000441,TXN0095204,M000198,CUS0034083,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-22,1799,475,278,2025-08-12,21,contested,won,2025-09-04
DSP000442,TXN0096447,M000198,CUS0034200,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-06,4699,591,209,2025-12-13,7,contested,won,2025-12-26
DSP000443,TXN0096675,M000198,CUS0034389,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-01,1849,0,0,2025-04-22,21,accepted,accepted_refunded,
DSP000444,TXN0096715,M000198,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-06,1999,410,202,2025-04-17,11,contested,won,2025-04-29
DSP000445,TXN0095002,M000198,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-03-05,349,0,0,2025-03-24,19,accepted,accepted_refunded,
DSP000446,TXN0095404,M000198,CUS0034408,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-14,285,483,189,2025-06-28,14,contested,lost,2025-06-28
DSP000447,TXN0096073,M000198,CUS0034280,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-23,1349,546,167,2025-03-10,15,contested,won,2025-03-11
DSP000448,TXN0095460,M000198,CUS0034230,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-09,1649,597,275,2025-07-26,17,contested,won,2025-08-04
DSP000449,TXN0094964,M000198,CUS0034502,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-21,1899,626,295,2026-01-10,20,contested,won,2026-01-31
DSP000450,TXN0098106,M000199,CUS0035653,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-25,10699,559,177,2025-06-05,11,contested,won,2025-06-28
DSP000451,TXN0098384,M000199,CUS0035259,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-02-04,7199,0,0,2026-02-19,15,accepted,accepted_refunded,
DSP000452,TXN0098470,M000199,CUS0035639,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-16,5095,513,152,2025-09-29,13,contested,won,2025-10-05
DSP000453,TXN0098465,M000199,CUS0035617,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-16,6099,406,174,2025-04-29,13,contested,won,2025-05-21
DSP000454,TXN0098505,M000199,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-09,15499,416,225,2025-05-29,20,contested,won,2025-06-15
DSP000455,TXN0097965,M000199,CUS0035419,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-03-26,7299,679,250,2025-04-02,7,contested,won,2025-04-28
DSP000456,TXN0098880,M000199,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-29,23495,0,0,2025-07-07,8,accepted,accepted_refunded,
DSP000457,TXN0098812,M000199,CUS0035102,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-29,1949,0,0,2025-12-09,10,accepted,accepted_refunded,
DSP000458,TXN0100834,M000200,CUS0036097,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-22,799,527,292,2025-10-01,9,contested,lost,2025-10-09
DSP000459,TXN0102459,M000200,CUS0036574,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-29,799,0,0,2025-05-11,12,accepted,accepted_refunded,
DSP000460,TXN0102826,M000200,CUS0036252,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-25,1499,0,0,2025-06-15,21,accepted,accepted_refunded,
DSP000461,TXN0100721,M000200,CUS0036603,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-15,9999,0,0,2025-09-28,13,accepted,accepted_refunded,
DSP000462,TXN0101728,M000200,CUS0036731,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-07,1499,686,285,2025-11-25,18,contested,won,2025-12-06
DSP000463,TXN0102238,M000200,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-27,799,0,0,2025-10-15,18,accepted,accepted_refunded,
DSP000464,TXN0101355,M000200,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-19,799,0,0,2025-05-28,9,accepted,accepted_refunded,
DSP000465,TXN0100879,M000200,CUS0035882,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-21,799,0,0,2025-12-05,14,accepted,accepted_refunded,
DSP000466,TXN0101925,M000200,,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-04,1499,0,0,2025-04-21,17,accepted,accepted_refunded,
DSP000467,TXN0100789,M000200,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-25,9999,592,285,2026-01-02,8,contested,lost,2026-01-31
DSP000468,TXN0102759,M000200,CUS0036304,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-09,799,0,0,2025-10-25,16,accepted,accepted_refunded,
DSP000469,TXN0101440,M000200,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-15,799,0,0,2025-11-27,12,accepted,accepted_refunded,
DSP000470,TXN0102684,M000200,CUS0036510,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-26,799,0,0,2025-08-08,13,accepted,accepted_refunded,
DSP000471,TXN0100238,M000200,CUS0036019,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-21,799,516,292,2025-12-04,13,contested,won,2025-12-19
DSP000472,TXN0104362,M000201,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-16,15999,0,0,2025-11-30,14,accepted,accepted_refunded,
DSP000473,TXN0104567,M000201,CUS0037179,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-29,5699,0,0,2026-02-19,21,accepted,accepted_refunded,
DSP000474,TXN0103475,M000201,CUS0037137,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-12,22495,637,240,2025-12-24,12,contested,lost,2026-01-18
DSP000475,TXN0104525,M000201,CUS0037460,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-06-21,26999,0,0,2025-07-09,18,accepted,accepted_refunded,
DSP000476,TXN0103314,M000201,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-03,5999,0,0,2025-07-13,10,accepted,accepted_refunded,
DSP000477,TXN0103657,M000201,CUS0037140,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-25,5099,644,278,2025-06-14,20,contested,lost,2025-06-20
DSP000478,TXN0104175,M000201,CUS0037239,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-17,1445,0,0,2025-10-31,14,accepted,accepted_refunded,
DSP000479,TXN0104256,M000201,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-28,5999,703,184,2025-07-08,10,contested,won,2025-08-11
DSP000480,TXN0103330,M000201,CUS0037178,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-10-22,16999,698,160,2025-11-08,17,contested,won,2025-12-02
DSP000481,TXN0105500,M000201,CUS0036736,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-16,7699,669,170,2026-02-05,20,contested,won,2026-02-28
DSP000482,TXN0103602,M000201,CUS0036894,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-22,26995,499,278,2025-08-05,14,contested,won,2025-08-21
DSP000483,TXN0103853,M000201,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-07,5999,600,295,2025-08-19,12,contested,lost,2025-09-17
DSP000484,TXN0106809,M000202,CUS0037860,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-26,1499,476,293,2025-10-08,12,contested,won,2025-10-28
DSP000485,TXN0107263,M000202,CUS0037700,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-13,1499,646,211,2025-05-29,16,contested,won,2025-06-06
DSP000486,TXN0106346,M000202,CUS0037992,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-10,4999,488,247,2025-05-31,21,contested,won,2025-06-02
DSP000487,TXN0105647,M000202,CUS0038083,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-17,1499,473,238,2025-11-02,16,contested,lost,2025-11-30
DSP000488,TXN0107432,M000202,CUS0038330,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-16,4999,457,260,2025-10-28,12,contested,won,2025-11-22
DSP000489,TXN0107658,M000202,CUS0038452,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-10,4999,732,164,2025-06-17,7,contested,won,2025-07-09
DSP000490,TXN0106805,M000202,CUS0038049,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-16,49999,683,241,2025-03-24,8,contested,lost,2025-03-31
DSP000491,TXN0107920,M000202,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-02,1499,0,0,2025-08-09,7,accepted,accepted_refunded,
DSP000492,TXN0108233,M000202,CUS0038163,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-30,4999,637,232,2025-04-09,10,contested,won,2025-04-25
DSP000493,TXN0107641,M000202,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-05,1499,508,237,2025-11-18,13,contested,won,2025-12-19
DSP000494,TXN0107526,M000202,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-19,1499,0,0,2025-11-30,11,accepted,accepted_refunded,
DSP000495,TXN0107838,M000202,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-28,49999,749,243,2025-08-17,20,contested,won,2025-09-04
DSP000496,TXN0106355,M000202,CUS0038199,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-26,1499,0,0,2025-11-16,21,accepted,accepted_refunded,
DSP000497,TXN0107611,M000202,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-15,4999,623,250,2025-09-02,18,contested,lost,2025-09-27
DSP000498,TXN0105574,M000202,CUS0038262,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-25,4999,455,196,2025-05-07,12,contested,won,2025-05-22
DSP000499,TXN0106691,M000202,CUS0038472,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-26,49999,0,0,2025-08-02,7,accepted,accepted_refunded,
DSP000500,TXN0110356,M000203,CUS0038815,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-11,499,731,234,2025-03-22,11,contested,lost,2025-03-27
DSP000501,TXN0109585,M000203,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-04,499,506,285,2025-11-15,11,contested,won,2025-11-21
DSP000502,TXN0110338,M000203,CUS0039415,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-16,999,619,156,2025-08-02,17,contested,won,2025-08-30
DSP000503,TXN0108876,M000203,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-24,4999,686,206,2026-02-03,10,contested,won,2026-02-12
DSP000504,TXN0108521,M000203,CUS0039097,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-09,499,0,0,2025-10-23,14,accepted,accepted_refunded,
DSP000505,TXN0109687,M000203,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-30,499,475,177,2025-10-20,20,contested,lost,2025-10-14
DSP000506,TXN0110639,M000203,CUS0039301,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-06,999,0,0,2026-02-21,15,accepted,accepted_refunded,
DSP000507,TXN0110189,M000203,CUS0038745,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-21,499,531,153,2025-11-09,19,contested,won,2025-11-28
DSP000508,TXN0110857,M000203,CUS0039069,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-15,4999,718,201,2025-05-04,19,contested,won,2025-05-28
DSP000509,TXN0109231,M000203,CUS0038709,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-19,499,621,253,2025-02-26,7,contested,won,2025-03-06
DSP000510,TXN0109159,M000203,CUS0039337,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-04-07,499,0,0,2025-04-19,12,accepted,accepted_refunded,
DSP000511,TXN0110170,M000203,CUS0038772,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-31,999,474,256,2025-11-07,7,contested,lost,2025-11-21
DSP000512,TXN0110584,M000203,CUS0039439,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-24,4999,655,224,2025-04-14,21,contested,lost,2025-04-24
DSP000513,TXN0110421,M000203,CUS0038823,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-29,499,675,218,2025-12-12,13,contested,lost,2026-01-04
DSP000514,TXN0109824,M000203,CUS0039427,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-01,499,0,0,2025-04-16,15,accepted,accepted_refunded,
DSP000515,TXN0112166,M000204,CUS0040219,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-26,5999,0,0,2025-06-02,7,accepted,accepted_refunded,
DSP000516,TXN0113184,M000204,CUS0040165,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-22,1499,439,171,2025-12-30,8,contested,won,2026-01-11
DSP000517,TXN0113567,M000204,CUS0039688,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-19,1499,0,0,2025-06-06,18,accepted,accepted_refunded,
DSP000518,TXN0112469,M000204,CUS0039941,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-10,1499,644,287,2025-10-25,15,contested,lost,2025-10-27
DSP000519,TXN0113246,M000204,CUS0039942,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-04,5999,722,165,2025-02-13,9,contested,won,2025-03-14
DSP000520,TXN0111294,M000204,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-13,5999,0,0,2025-07-31,18,accepted,accepted_refunded,
DSP000521,TXN0113390,M000204,CUS0040531,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-27,1499,711,161,2025-07-12,15,contested,lost,2025-07-15
DSP000522,TXN0111569,M000204,CUS0039963,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-08,5999,667,282,2025-10-16,8,contested,lost,2025-10-23
DSP000523,TXN0112088,M000204,CUS0039838,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-16,8999,0,0,2025-10-05,19,accepted,accepted_refunded,
DSP000524,TXN0113206,M000204,,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-09,1499,437,154,2026-01-20,11,contested,lost,2026-02-08
DSP000525,TXN0111422,M000204,CUS0039766,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-05,5999,0,0,2026-01-12,7,accepted,accepted_refunded,
DSP000526,TXN0111199,M000204,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-27,1499,402,168,2025-05-08,11,contested,won,2025-05-22
DSP000527,TXN0113177,M000204,CUS0040459,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-29,1499,0,0,2025-09-15,17,accepted,accepted_refunded,
DSP000528,TXN0115802,M000205,CUS0041134,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-29,19999,0,0,2026-02-05,7,accepted,accepted_refunded,
DSP000529,TXN0115118,M000205,CUS0040939,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-05,4999,501,164,2026-02-26,21,contested,won,2026-03-01
DSP000530,TXN0115064,M000205,,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-25,9999,0,0,2025-04-05,11,accepted,accepted_refunded,
DSP000531,TXN0114880,M000205,CUS0040595,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-08,4999,410,181,2025-05-19,11,contested,lost,2025-05-24
DSP000532,TXN0115292,M000205,CUS0041204,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-20,9999,591,171,2025-11-07,18,contested,won,2025-11-11
DSP000533,TXN0115575,M000205,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-30,9999,694,218,2025-08-16,17,contested,won,2025-09-06
DSP000534,TXN0114024,M000205,CUS0041020,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-12,4999,603,173,2025-04-25,13,contested,won,2025-04-26
DSP000535,TXN0114698,M000205,CUS0041457,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-31,4999,650,258,2025-04-13,13,contested,lost,2025-04-25
DSP000536,TXN0116113,M000205,CUS0040729,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-15,9999,517,153,2025-08-04,20,contested,won,2025-07-30
DSP000537,TXN0115728,M000205,CUS0040618,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-06,9999,0,0,2025-10-22,16,accepted,accepted_refunded,
DSP000538,TXN0115920,M000205,CUS0041092,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-03,4999,457,188,2025-09-19,16,contested,won,2025-10-10
DSP000539,TXN0114028,M000205,CUS0040946,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-09,4999,685,248,2025-11-19,10,contested,lost,2025-12-14
DSP000540,TXN0114740,M000205,CUS0041431,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-14,4999,749,221,2025-04-01,18,contested,won,2025-03-28
DSP000541,TXN0118034,M000206,CUS0042014,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-23,499,462,216,2025-05-10,17,contested,lost,2025-05-26
DSP000542,TXN0117753,M000206,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-08,14999,671,254,2025-09-28,20,contested,lost,2025-10-12
DSP000543,TXN0117205,M000206,CUS0042158,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-04,499,604,288,2025-08-20,16,contested,lost,2025-09-10
DSP000544,TXN0116760,M000206,CUS0042349,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-04,24999,487,164,2025-11-22,18,contested,lost,2025-12-03
DSP000545,TXN0117488,M000206,CUS0041694,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-20,499,470,200,2025-05-01,11,contested,lost,2025-05-04
DSP000546,TXN0117697,M000206,CUS0042216,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-16,499,427,161,2025-11-25,9,contested,won,2025-12-24
DSP000547,TXN0116682,M000206,CUS0041710,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-05,499,0,0,2025-05-18,13,accepted,accepted_refunded,
DSP000548,TXN0116364,M000206,CUS0042471,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-06,499,0,0,2025-11-15,9,accepted,accepted_refunded,
DSP000549,TXN0116457,M000206,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-15,499,0,0,2025-10-24,9,accepted,accepted_refunded,
DSP000550,TXN0118488,M000206,CUS0042383,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-06,499,510,163,2025-02-15,9,contested,lost,2025-03-21
DSP000551,TXN0119524,M000207,CUS0043320,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-14,2999,429,226,2025-05-03,19,contested,won,2025-05-10
DSP000552,TXN0121474,M000207,CUS0042511,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-15,2999,569,271,2025-06-24,9,contested,won,2025-07-03
